dimensions	qtd	punit
Filtros MP/G3.940.200.5	100	7.75
Filtros MP/G3.1065.205.5	100	8.25
Filtros MP/G3.650.650.10	6	17.5
Filtros MV/G4.592.592.48	7	9.5
Filtros MV/G4.592.287.48	6	6.75
Filtros MV/G4.287.287.48	3	6.5
Filtros F9.592.592.460.25.8	3	19
Filtros F9.592.287.460.25.8	4	18.5
Filtros F9.287.287.460.25.4	1	15.25
Filtros G4.592.592.460.25.6	6	14.25
Filtros G4.592.287.460.25.6	3	14.15
Filtros G4.287.287.460.25.3	2	12.5
