dimensions	qtd	punit
Filtros F7/PL.500.625.50	16	37.5
Filtros F7/PL.500.800.50	10	42.5
Filtros MV/G4.500.625.50	16	8.5
Filtros MV/G4.500.800.50	10	10.5
Filtros MV/G4.500.400.50	24	7.5
Filtros MV/G4.500.500.50	16	8.25
