dimensions	qtd	punit
Filtros F7.795.392.500.25.6	2	18.5
Filtros MV/G4.340.255.48	21	5.5
Filtros F7/PL.900.490.28	1	37.5
Filtros MP/G4.585.585.20	12	6.55
Filtros MV/G4.745.535.50	4	8.5
Filtros MV/G4.625.495.47	4	8.25
Filtros MV/G4.495.495.47	12	7.5
Filtros MV/G4.740.615.45	2	9.5
