dimensions	qtd	punit
Filtros M5.287.287.600.25.3	12	11.5
Filtros M5.287.592.600.25.3	70	11.75
Filtros M5.592.592.600.25.6	95	14.75
Filtros F7.287.287.600.25.4	14	12.25
Filtros F7.287.592.600.25.4	90	12.5
Filtros F7.592.592.600.25.8	140	15.75
Filtros F9.287.287.600.25.4	14	12.95
Filtros F9.287.592.600.25.4	90	12.95
Filtros F9.592.592.600.25.8	140	16.25
