dimensions	qtd	punit
Filtros F7.490.390.500.25.4	12	14.5
Filtros F7.490.740.500.25.4	6	24.5
Filtros F7.740.370.600.25.6	2	17.5
Filtros F7.592.592.550.25.8	12	15.5
