dimensions	qtd	punit
Filtros M5.592.592.600.25.6	96	14.75
Filtros G4.592.592.600.25.4	96	12.99
Filtros G4.592.287.600.25.4	32	12.95
Filtros M5.592.287.600.25.4	32	14.5
