dimensions	qtd	punit
Filtros F7.435.592.535.25.6	1	14.5
Filtros M5.287.592.360.25.3 	1	12.5
Filtros M5.592.287.534.25.6	1	14
Filtros M5.592.592.534.25.6	1	14
Filtros MV/G4.500.530.50	6	6.95
Filtros MV/G4.625.500.50	6	7.25
Filtros MV/G4.535.455.48	4	6.75
