dimensions	qtd	punit
MV/G4.282.582.98	2
MV/G4.582.582.98	1
MV/G4.545.495.48	2
F7.592.592.375.25.6	1
F7.593.290.375.25.4	1
F7.290.290.375.25.3	1
F7.287.592.370.25.3	1
