df_name,scoring_metric,filter,r2,mse,mae,rmse,percentError,best_params
no_CnQ,r2,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,r2,G4,0.2877058919527914,12.72473319624271,1.7683462826308192,3.567174399471199,21.08165645306761,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,r2,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,r2,M5,0.3517261042409333,21.998487174963365,2.8137180847663843,4.690254489360185,19.79430863628333,"{'C': 50, 'kernel': 'poly'}"
no_CnQ,neg_mean_squared_error,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,neg_mean_squared_error,G4,0.2877058919527914,12.72473319624271,1.7683462826308192,3.567174399471199,21.08165645306761,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,neg_mean_squared_error,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,neg_mean_squared_error,M5,0.3517261042409333,21.998487174963365,2.8137180847663843,4.690254489360185,19.79430863628333,"{'C': 50, 'kernel': 'poly'}"
no_CnQ,neg_mean_absolute_error,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,neg_mean_absolute_error,G4,0.2836689212059725,12.79685140569293,1.7662241923845634,3.577268707504781,20.64268017331184,"{'C': 125, 'kernel': 'rbf'}"
no_CnQ,neg_mean_absolute_error,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
no_CnQ,neg_mean_absolute_error,M5,0.3955804035311177,20.510338034895767,2.759938648127882,4.528834070143856,19.663386834664745,"{'C': 200, 'kernel': 'rbf'}"
Vocab,r2,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,r2,G4,0.2877058919527914,12.72473319624271,1.7683462826308192,3.567174399471199,21.08165645306761,"{'C': 250, 'kernel': 'rbf'}"
Vocab,r2,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,r2,M5,0.3517261042409333,21.998487174963365,2.8137180847663843,4.690254489360185,19.79430863628333,"{'C': 50, 'kernel': 'poly'}"
Vocab,neg_mean_squared_error,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,neg_mean_squared_error,G4,0.2877058919527914,12.72473319624271,1.7683462826308192,3.567174399471199,21.08165645306761,"{'C': 250, 'kernel': 'rbf'}"
Vocab,neg_mean_squared_error,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,neg_mean_squared_error,M5,0.3517261042409333,21.998487174963365,2.8137180847663843,4.690254489360185,19.79430863628333,"{'C': 50, 'kernel': 'poly'}"
Vocab,neg_mean_absolute_error,geral,0.1726373350028408,253.39670479618675,5.748848342188124,15.918439144469748,37.85878026343644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,neg_mean_absolute_error,G4,0.2836689212059725,12.79685140569293,1.7662241923845634,3.577268707504781,20.64268017331184,"{'C': 125, 'kernel': 'rbf'}"
Vocab,neg_mean_absolute_error,F7,0.7130418039732022,60.327479267569146,3.781355235400536,7.767076623001034,15.768503537084644,"{'C': 250, 'kernel': 'rbf'}"
Vocab,neg_mean_absolute_error,M5,0.3955804035311177,20.510338034895767,2.759938648127882,4.528834070143856,19.663386834664745,"{'C': 200, 'kernel': 'rbf'}"
