dimensions	qtd	punit
Filtros F7/RG.592.592.292	80	48.5
Filtros F7.592.592.500.25.8	3	15.5
Filtros F7.592.287.500.25.8	6	15.5
Filtros F7/RG.592.287.292	8	35.5
Filtros MV/G4.442.442.48	2	6.5
Filtros G4.592.287.360.25.4	6	10.5
Filtros MV/G4.592.287.48	14	6.5
Filtros G4.592.592.360.25.4	20	11.5
Filtros MV/G4.592.592.48	324	7.5
Filtros MV/G4.715.1200.48	2	32.5
