dimensions	qtd	punit
M6/PL.287.592.48	41	15.5
M6/PL.592.592.48	59	25.5
F7.287.592.380.25.3	37	10.5
F7.592.592.380.25.6	77	14.5
MV/G4.287.592.48	37	5.5
MV/G4.592.592.48	79	6.955
