dimensions	qtd	punit
Filtros F7.592.592.380.25.8	54	14.25
Filtros F7.287.592.380.25.4	13	11.95
Filtros F7.592.287.380.25.8	18	15.5
Filtros M5.592.592.380.25.6	114	14
Filtros M5.287.592.380.25.3	26	11.95
Filtros M5.592.287.380.25.6	42	14.5
Filtros M5.287.287.380.25.3	6	12.5
Filtros F7.287.287.380.25.3	3	12.5
Filtros F7/RG.592.287.292	3	38.5
Filtros F7/RG.592.592.292	6	57.5
