dimensions	qtd	punit
Filtros MV/G4.985.780.145	1	38.5
Filtros M5.985.780.20	1	42.5
Filtros MV/G4.287.287.48	1	7.5
Filtros MV/G4.490.490.45	1	8
Filtros F7/PL.490.490.45	1	31.5
Filtros M5.715.583.25	1	21.5
Filtros MV/G4.500.620.48	16	8.5
Filtros F7/PL.500.620.48	16	32.5
