dimensions	qtd	punit
Filtros F7.287.592.670.7	2	16.5
Filtros F7.592.287.670.3	4	15.5
Filtros F7.592.592.520.6	16	17.5
Filtros F7.287.592.670.5	10	18.5
Filtros F7.592.592.670.10	10	24.5
Filtros F7.592.592.670.6	4	19.5
Filtros MV/G4.395.395.48	1	7.25
Filtros MV/G4.592.592.45	8	9.5
Filtros MV/G4.287.592.45	4	6.5
