dimensions	qtd	punit
Filtros MV/G4.580.280.98	2	8
Filtros MV/G4.580.580.98	2	10.5
Filtros F7/RG.592.287.292	12	52.5
Filtros F7/RG.592.592.292	40	37.5
Filtros MV/G4.490.490.48	1	7
Filtros MV/G4.592.592.48	40	7.5
Filtros MV/G4.287.592.48	12	6
Filtros MV/M5.490.490.48	1	9
Filtros F7/PL.592.592.48	2	27.5
Filtros F7/PL.287.592.48	2	19.5
