dimensions	qtd	punit
Filtros F7/RG.490.592.292	7	49.5
Filtros MP/G4.300.300.20	1	6.8
Filtros MV/G4.592.287.98	1	12.5
Filtros MV/G4.592.592.48	60	8.5
Filtros MP/G4.960.263.20	1	9.5
Filtros MV/G4.625.400.45	6	7.95
Filtros MV/G4.592.287.48	20	6.5
Filtros MP/G4.450.440.20	2	7.15
Filtros F7/RG.592.592.292	35	52.5
