dimensions	qtd	punit
Filtros MV/G4.390.490.47	6	8.5
Filtros MV/G4.592.592.47	34	9.95
Filtros MP/G4.615.1075.20	3	17.5
Filtros MV/G4.720.585.95	1	18.5
Filtros F8.592.592.500.20.25.7	9	22.5
