dimensions	qtd	punit
MV/G4.772.372.60	36	9.5
MV/G4.350.590.50	2	7.75
MV/G4.420.590.50	2	8.25
F7.280.590.250.25.4	2	14.5
MP/G4.580.525.20	6	6.5
MP/G4.600.525.20	10	6.5
MP/G4.590.1000.20	4	12.5
MP/G4.510.1000.20	4	11.95
MV/G4.440.485.60	2	8.95
MV/G4.390.485.60	1	7.95
MV/G4.395.485.60	1	7.95
MV/G4 660.485.60	2	9.5
MV/G4.686.485.60	1	9.5
MV/G4.640.485.98	2	9.25
