dimensions	qtd	punit
MP/G4.210.1490.3	10	14.5
MP/G4.210.1190.3	10	12.5
MP/G4.210.1040.3	10	11.5
MP/G4.210.740.3	10	9.5
MP/G4.210.440.3	10	7.5
Rolos G4 20.2 mts	2	130
