dimensions	qtd	punit
Filtros MV/G4.455.565.98	12	11.5
Filtros F7.592.592.535.25.12	4	24.5
Filtros F7.287.592.535.25.06	5	15.5
Filtros F9.435.592.535.25.6	2	16.5
Filtros F9.287.435.535.25.3	2	12.5
Filtros MV/G4.592.592.48	5	8.5
Filtros MV/G4.592.287.48	4	6.5
Filtros MV/G4.740.610.48	1	10.5
Filtros F7.435.592.534.245.6	1	15.5
Filtros MV/G4.775.755.47	2	12.5
