dimensions	qtd	punit
Filtros MV/G4.592.287.45	7	6.5
Filtros MV/G4.592.592.45	6	8.75
Filtros F7.592.592.550.25.11	1	25.5
Filtros F7.592.287.550.25.4	1	14.5
Filtros F7.592.592.500.25.7	2	16.5
Filtros F7.287.592.550.25.4	1	12.95
Filtros MV/G4.430.430.115	1	14.5
