dimensions	qtd	punit
Filtros MV/G4.592.490.48	8	7
Filtros MV/G4.490.592.48	6	7
Filtros MV/M5.490.592.48	4	9
Filtros F7/PL.490.592.96	9	42.5
Filtros M6/PL.402.290.48	1	22.5
