dimensions	qtd	punit
Filtro MV/G4.485.420.48	1	8.5
Filtro MV/G4.287.592.48	18	5.5
Filtro MV/G4.592.592.48	54	7.5
Filtro F7/RG.592.592.292	27	47.5
Filtro F7/RG.592.287.292	9	31.5
Filtros F7/PL.800.500.48	20	37.5
Filtro MV/G4.500.800.48	20	10.5
Filtro F7/PL.500.625.48	32	32.5
Filtro MV/G4.625.500.48	32	7.5
Filtro MV/G4.500.500.48	20	7.25
Filtro MV/G4.500.500.48	2	7.25
Filtro MV/G4.500.625.48	4	7.5
Filtro MV/G4.760.540.48	2	11.5
