dimensions	qtd	punit
Filtros MV/G4.592.592.48 	2	8.25
Filtros MV/G4.592.287.48	1	6.5
Filtros MP/G4.592.592.25	34	8.35
Filtros MP/G4.592.287.25	6	6.6
Filtros F9.592.592.400.25.8	17	17.5
Filtros F9.287.592.400.25.4	3	12.5
Filtros MP/G2.1090.210.5	2	10.6
Filtros MP/G2.750.223.5	8	8.6
Filtros F7.592.592.500.25.10	4	19.5
Filtros F7.287.592.500.25.05	2	14.25
Filtros MP/G4.540.645.25	1	7.85
Filtros MV/G4.775.410.95	6	12.5
