qty,unit_price,Length,Height,Gutter,_F7,_F8,_F9,_G2,_G3,_G4,_H13,_H14,_M5,_M6
4.0,7.25,610.0,610.0,25.0,0,0,0,0,0,1,0,0,0,0
4.0,29.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
1.0,10.5,600.0,350.0,48.0,0,0,0,0,0,0,0,0,1,0
1.0,25.5,600.0,350.0,48.0,1,0,0,0,0,0,0,0,0,0
1.0,24.5,980.0,590.0,48.0,0,0,0,0,0,0,0,0,1,0
1.0,45.5,980.0,590.0,48.0,1,0,0,0,0,0,0,0,0,0
1.0,5.5,235.0,235.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,554.0,545.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,5.95,435.0,435.0,20.0,0,0,0,0,0,1,0,0,0,0
16.0,11.5,695.0,595.0,40.0,0,0,0,0,0,0,0,0,1,0
16.0,54.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
4.0,44.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
4.0,29.5,600.0,350.0,48.0,1,0,0,0,0,0,0,0,0,0
82.0,807.5,590.0,590.0,2.0,1,0,0,0,0,0,0,0,0,0
1.0,38.5,985.0,780.0,145.0,0,0,0,0,0,1,0,0,0,0
1.0,42.5,985.0,780.0,20.0,0,0,0,0,0,0,0,0,1,0
1.0,7.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,8.0,490.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,31.5,490.0,490.0,45.0,1,0,0,0,0,0,0,0,0,0
1.0,21.5,715.0,583.0,25.0,0,0,0,0,0,0,0,0,1,0
16.0,8.5,500.0,620.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,32.5,500.0,620.0,48.0,1,0,0,0,0,0,0,0,0,0
1.0,38.5,985.0,780.0,145.0,0,0,0,0,0,1,0,0,0,0
1.0,42.5,985.0,780.0,20.0,0,0,0,0,0,0,0,0,1,0
1.0,7.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,8.0,490.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,31.5,490.0,490.0,45.0,1,0,0,0,0,0,0,0,0,0
1.0,21.5,715.0,583.0,25.0,0,0,0,0,0,0,0,0,1,0
16.0,8.5,500.0,620.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,32.5,500.0,620.0,48.0,1,0,0,0,0,0,0,0,0,0
1.0,7.5,475.0,445.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,475.0,445.0,25.0,1,0,0,0,0,0,0,0,0,0
28.0,27.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,22.5,305.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
7.0,6.5,690.0,190.0,10.0,0,0,0,0,1,0,0,0,0,0
6.0,5.25,345.0,190.0,10.0,0,0,0,0,1,0,0,0,0,0
2.0,7.95,490.0,595.0,50.0,0,0,0,0,0,1,0,0,0,0
3.0,6.95,490.0,290.0,50.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,490.0,290.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,15.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,8.25,595.0,495.0,50.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,500.0,450.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,7.25,495.0,444.0,50.0,0,0,0,0,0,1,0,0,0,0
12.0,7.5,620.0,390.0,45.0,0,0,0,0,0,1,0,0,0,0
3.0,14.5,490.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
3.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,7.25,500.0,390.0,45.0,0,0,0,0,0,1,0,0,0,0
4.0,7.75,620.0,445.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,7.5,620.0,390.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,27.5,810.0,660.0,150.0,0,0,0,0,0,1,0,0,0,0
1.0,14.0,500.0,500.0,25.0,1,0,0,0,0,0,0,0,0,0
15.0,6.5,495.0,445.0,45.0,0,0,0,0,0,1,0,0,0,0
4.0,14.5,592.0,490.0,25.0,0,0,0,0,0,0,0,0,1,0
4.0,14.5,592.0,287.0,25.0,0,0,0,0,0,0,0,0,1,0
4.0,14.5,592.0,592.0,25.0,0,0,0,0,0,0,0,0,1,0
4.0,18.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,18.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,18.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,5.95,495.0,365.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,7.0,620.0,390.0,45.0,0,0,0,0,0,1,0,0,0,0
3.0,14.5,592.0,490.0,25.0,0,0,0,0,0,0,0,0,1,0
3.0,14.5,592.0,287.0,25.0,0,0,0,0,0,0,0,0,1,0
3.0,18.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
3.0,18.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,37.5,390.0,505.0,96.0,1,0,0,0,0,0,0,0,0,0
4.0,7.5,390.0,505.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,38.5,570.0,505.0,96.0,1,0,0,0,0,0,0,0,0,0
2.0,7.75,570.0,505.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,38.5,570.0,505.0,96.0,1,0,0,0,0,0,0,0,0,0
2.0,7.75,570.0,505.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,37.5,505.0,390.0,96.0,1,0,0,0,0,0,0,0,0,0
3.0,7.5,505.0,390.0,46.0,0,0,0,0,0,1,0,0,0,0
12.0,8.5,592.0,490.0,50.0,0,0,0,0,0,1,0,0,0,0
12.0,45.5,592.0,490.0,95.0,1,0,0,0,0,0,0,0,0,0
3.0,7.75,600.0,335.0,50.0,0,0,0,0,0,1,0,0,0,0
3.0,10.5,600.0,335.0,50.0,0,0,0,0,0,0,0,0,1,0
1.0,14.5,720.0,685.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,370.0,335.0,50.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,287.0,287.0,48.0,0,0,0,0,0,0,0,0,1,0
2.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,18.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,9.5,390.0,790.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,15.5,492.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,16.5,430.0,430.0,20.0,1,0,0,0,0,0,0,0,0,0
1.0,12.75,235.0,235.0,20.0,1,0,0,0,0,0,0,0,0,0
1.0,10.5,395.0,395.0,45.0,0,0,0,0,0,0,0,0,1,0
1.0,12.5,490.0,490.0,45.0,0,0,0,0,0,0,0,0,1,0
2.0,9.5,287.0,287.0,48.0,0,0,0,0,0,0,0,0,1,0
4.0,8.5,625.0,445.0,20.0,0,0,0,0,0,1,0,0,0,0
4.0,37.5,625.0,445.0,50.0,1,0,0,0,0,0,0,0,0,0
4.0,8.25,610.0,610.0,28.0,0,0,0,0,0,1,0,0,0,0
1.0,12.75,1030.0,520.0,20.0,0,0,0,0,0,1,0,0,0,0
4.0,37.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,7.95,610.0,610.0,25.0,0,0,0,0,0,1,0,0,0,0
1.0,12.75,1030.0,520.0,20.0,0,0,0,0,0,1,0,0,0,0
4.0,37.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,7.95,610.0,610.0,25.0,0,0,0,0,0,1,0,0,0,0
1.0,12.75,1030.0,520.0,20.0,0,0,0,0,0,1,0,0,0,0
4.0,37.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,7.95,610.0,450.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,335.0,335.0,20.0,0,0,0,0,0,0,0,0,1,0
1.0,21.5,535.0,535.0,20.0,0,0,0,0,0,0,0,0,1,0
1.0,12.75,785.0,385.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,790.0,390.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,27.5,790.0,390.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,6.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,25.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,9.5,450.0,330.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,32.5,450.0,330.0,98.0,1,0,0,0,0,0,0,0,0,0
2.0,7.5,395.0,390.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,15.5,395.0,390.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,10.5,790.0,390.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,27.75,790.0,390.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,21.5,1400.0,290.0,15.0,0,0,0,0,0,1,0,0,0,0
2.0,10.5,700.0,290.0,15.0,0,0,0,0,0,1,0,0,0,0
8.0,9.5,500.0,625.0,50.0,0,0,0,0,0,1,0,0,0,0
3.0,14.5,500.0,800.0,50.0,0,0,0,0,0,1,0,0,0,0
8.0,34.5,500.0,625.0,50.0,1,0,0,0,0,0,0,0,0,0
9.0,9.5,490.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
9.0,47.5,490.0,592.0,95.0,1,0,0,0,0,0,0,0,0,0
4.0,34.5,490.0,592.0,50.0,1,0,0,0,0,0,0,0,0,0
2.0,7.75,855.0,165.0,9.0,0,0,0,0,0,1,0,0,0,0
1.0,37.5,895.0,440.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,6.5,515.0,230.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,22.5,515.0,230.0,45.0,1,0,0,0,0,0,0,0,0,0
1.0,9.5,610.0,610.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.5,610.0,305.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,17.5,610.0,610.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,14.5,610.0,305.0,300.0,1,0,0,0,0,0,0,0,0,0
2.0,9.5,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,57.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
1.0,7.5,287.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,39.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
1.0,7.5,490.0,490.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,37.5,595.0,345.0,145.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,592.0,345.0,25.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,650.0,650.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,11.5,550.0,550.0,45.0,0,0,0,0,0,1,0,0,0,0
7.0,6.5,592.0,287.0,45.0,0,0,0,0,0,1,0,0,0,0
6.0,8.75,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,25.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,14.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,16.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,12.95,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,14.5,430.0,430.0,115.0,0,0,0,0,0,1,0,0,0,0
10.0,16.5,490.0,445.0,25.0,1,0,0,0,0,0,0,0,0,0
22.0,25.5,892.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
22.0,9.5,890.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
34.0,7.5,490.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
34.0,7.1,550.0,480.0,15.0,0,0,0,0,0,1,0,0,0,0
10.0,7.45,445.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
6.0,12.5,720.0,585.0,98.0,0,0,0,0,0,1,0,0,0,0
34.0,15.5,490.0,490.0,25.0,0,0,0,0,0,0,0,0,1,0
6.0,6.95,530.0,265.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,28.5,530.0,265.0,48.0,1,0,0,0,0,0,0,0,0,0
14.0,15.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
45.0,16.0,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
26.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
9.0,12.0,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
46.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
31.0,12.99,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,11.5,720.0,460.0,100.0,0,0,0,0,0,1,0,0,0,0
4.0,6.95,530.0,460.0,50.0,0,0,0,0,0,1,0,0,0,0
2.0,8.5,740.0,470.0,50.0,0,0,0,0,0,1,0,0,0,0
1.0,9.95,740.0,615.0,50.0,0,0,0,0,0,1,0,0,0,0
2.0,6.9,615.0,410.0,50.0,0,0,0,0,0,1,0,0,0,0
16.0,6.5,500.0,500.0,50.0,0,0,0,0,0,1,0,0,0,0
6.0,6.25,500.0,500.0,25.0,0,0,0,0,0,1,0,0,0,0
6.0,6.15,490.0,390.0,25.0,0,0,0,0,0,1,0,0,0,0
2.0,6.75,395.0,630.0,25.0,0,0,0,0,0,1,0,0,0,0
1.0,7.15,630.0,500.0,25.0,0,0,0,0,0,1,0,0,0,0
8.0,5.95,545.0,200.0,10.0,0,0,0,0,0,1,0,0,0,0
2.0,5.99,655.0,200.0,10.0,0,0,0,0,0,1,0,0,0,0
2.0,6.1,790.0,290.0,25.0,0,0,0,0,0,1,0,0,0,0
4.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
100.0,5.5,620.0,202.0,10.0,0,0,0,0,1,0,0,0,0,0
15.0,5.4,421.0,202.0,10.0,0,0,0,0,1,0,0,0,0,0
2.0,37.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
1.0,52.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
12.0,14.5,490.0,390.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,24.5,490.0,740.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,17.5,740.0,370.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,14.5,490.0,390.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,24.5,490.0,740.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,17.5,740.0,370.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,18.5,792.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,15.5,490.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,24.5,490.0,742.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,27.5,1000.0,890.0,25.0,0,0,0,0,0,1,0,0,0,0
8.0,8.5,530.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
28.0,35.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,25.75,305.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
8.0,47.5,530.0,500.0,98.0,1,0,0,0,0,0,0,0,0,0
6.0,27.5,1000.0,890.0,25.0,0,0,0,0,0,1,0,0,0,0
32.0,8.5,530.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
32.0,47.5,530.0,500.0,98.0,1,0,0,0,0,0,0,0,0,0
28.0,35.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
8.0,22.5,1000.0,500.0,25.0,0,0,0,0,0,1,0,0,0,0
12.0,21.5,1000.0,500.0,15.0,0,0,0,0,0,1,0,0,0,0
16.0,8.5,622.0,495.0,50.0,0,0,0,0,0,1,0,0,0,0
16.0,8.35,530.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
12.0,8.5,420.0,660.0,48.0,0,0,0,0,0,1,0,0,0,0
8.0,9.75,708.0,500.0,50.0,0,0,0,0,0,1,0,0,0,0
12.0,35.5,610.0,610.0,48.0,1,0,0,0,0,0,0,0,0,0
16.0,47.5,530.0,500.0,98.0,1,0,0,0,0,0,0,0,0,0
8.0,54.5,708.0,500.0,98.0,1,0,0,0,0,0,0,0,0,0
16.0,15.5,490.0,592.0,300.0,1,0,0,0,0,0,0,0,0,0
16.0,39.5,870.0,590.0,130.0,0,0,0,0,0,1,0,0,0,0
4.0,42.75,905.0,650.0,130.0,0,0,0,0,0,1,0,0,0,0
4.0,42.75,905.0,725.0,130.0,0,0,0,0,0,1,0,0,0,0
4.0,11.5,540.0,300.0,98.0,0,0,0,0,0,1,0,0,0,0
5.0,12.5,600.0,540.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,14.5,900.0,540.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,12.99,730.0,620.0,25.0,0,0,0,0,0,1,0,0,0,0
6.0,12.95,740.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,12.95,740.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.95,850.0,406.0,15.0,0,0,0,0,1,0,0,0,0,0
1.0,6.15,830.0,90.0,15.0,0,0,0,0,1,0,0,0,0,0
33.0,6.95,675.0,406.0,15.0,0,0,0,0,1,0,0,0,0,0
4.0,12.75,703.0,860.0,15.0,0,0,0,0,0,1,0,0,0,0
16.0,11.5,693.0,860.0,15.0,0,0,0,0,0,1,0,0,0,0
12.0,12.5,669.0,860.0,15.0,0,0,0,0,0,1,0,0,0,0
3.0,10.5,563.0,860.0,15.0,0,0,0,0,0,1,0,0,0,0
30.0,12.75,909.0,672.0,15.0,0,0,0,0,0,1,0,0,0,0
6.0,42.5,592.0,592.0,96.0,0,0,0,0,0,0,0,0,0,1
6.0,47.5,592.0,592.0,96.0,0,1,0,0,0,0,0,0,0,0
370.0,4.75,632.0,202.0,40.0,0,0,0,0,0,1,0,0,0,0
25.0,47.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,32.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
5.0,10.5,287.0,592.0,20.0,1,0,0,0,0,0,0,0,0,0
13.0,12.99,490.0,592.0,20.0,1,0,0,0,0,0,0,0,0,0
3.0,14.5,592.0,287.0,20.0,1,0,0,0,0,0,0,0,0,0
1.0,24.5,875.0,592.0,10.0,1,0,0,0,0,0,0,0,0,0
1.0,15.5,592.0,490.0,20.0,1,0,0,0,0,0,0,0,0,0
16.0,42.5,610.0,610.0,96.0,0,0,0,0,0,0,0,0,0,1
8.0,27.5,305.0,610.0,96.0,0,0,0,0,0,0,0,0,0,1
96.0,6.85,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
30.0,11.6,830.0,255.0,48.0,0,0,0,0,0,1,0,0,0,0
47.0,10.0,480.0,255.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,592.0,287.0,48.0,0,0,0,0,0,0,0,0,1,0
4.0,12.5,892.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
8.0,25.5,490.0,892.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,5.75,397.0,262.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,15.5,397.0,262.0,48.0,1,0,0,0,0,0,0,0,0,0
3.0,6.25,530.0,262.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,18.5,530.0,262.0,48.0,1,0,0,0,0,0,0,0,0,0
8.0,15.5,592.0,892.0,25.0,0,0,0,0,0,1,0,0,0,0
8.0,25.5,890.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
8.0,15.5,592.0,890.0,25.0,0,0,0,0,0,1,0,0,0,0
8.0,8.5,592.0,592.0,40.0,0,0,0,0,0,1,0,0,0,0
2.0,8.0,592.0,490.0,40.0,0,0,0,0,0,1,0,0,0,0
2.0,7.0,490.0,287.0,40.0,0,0,0,0,0,1,0,0,0,0
16.0,9.25,1290.0,460.0,15.0,0,0,0,0,1,0,0,0,0,0
6.0,6.25,287.0,592.0,50.0,0,0,0,0,0,1,0,0,0,0
4.0,8.25,592.0,592.0,50.0,0,0,0,0,0,1,0,0,0,0
3.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,14.5,490.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,35.5,287.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,55.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,7.5,592.0,490.0,50.0,0,0,0,0,0,1,0,0,0,0
8.0,6.25,287.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
6.0,8.25,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
6.0,8.3,610.0,540.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,12.5,640.0,852.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,42.5,640.0,852.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,6.5,490.0,490.0,46.0,0,0,0,0,0,1,0,0,0,0
8.0,12.9,490.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,6.5,490.0,490.0,46.0,0,0,0,0,0,1,0,0,0,0
8.0,12.9,490.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,12.5,1193.0,323.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,12.5,1193.0,323.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.15,287.0,490.0,48.0,0,0,0,0,0,1,0,0,0,0
8.0,7.5,490.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
8.0,25.5,287.0,490.0,48.0,1,0,0,0,0,0,0,0,0,0
16.0,27.5,490.0,592.0,48.0,1,0,0,0,0,0,0,0,0,0
4.0,7.5,490.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,27.5,490.0,592.0,48.0,1,0,0,0,0,0,0,0,0,0
7.0,8.0,625.0,400.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,592.0,25.0,0,1,0,0,0,0,0,0,0,0
3.0,7.5,500.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
3.0,8.25,625.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,592.0,25.0,0,1,0,0,0,0,0,0,0,0
5.0,8.0,625.0,400.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,592.0,25.0,0,1,0,0,0,0,0,0,0,0
1.0,8.25,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,592.0,287.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,14.5,592.0,592.0,25.0,0,1,0,0,0,0,0,0,0,0
1.0,14.0,592.0,287.0,25.0,0,1,0,0,0,0,0,0,0,0
4.0,8.0,625.0,400.0,45.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,592.0,25.0,0,1,0,0,0,0,0,0,0,0
2.0,14.0,592.0,287.0,25.0,0,1,0,0,0,0,0,0,0,0
6.0,7.5,500.0,500.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,1490.0,440.0,5.0,0,0,0,0,1,0,0,0,0,0
1.0,12.0,1360.0,370.0,5.0,0,0,0,0,1,0,0,0,0,0
1.0,12.0,1360.0,370.0,5.0,0,0,0,0,1,0,0,0,0,0
1.0,12.5,1490.0,440.0,5.0,0,0,0,0,1,0,0,0,0,0
18.0,12.5,555.0,465.0,98.0,0,0,0,0,0,1,0,0,0,0
4.0,16.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,12.99,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,15.25,435.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,12.75,287.0,435.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,7.95,610.0,540.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,7.9,610.0,520.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,15.5,600.0,440.0,20.0,1,0,0,0,0,0,0,0,0,0
4.0,110.0,457.0,610.0,292.0,0,0,0,0,0,0,1,0,0,0
4.0,8.5,594.0,594.0,44.0,0,0,0,0,0,1,0,0,0,0
4.0,6.5,298.0,594.0,44.0,0,0,0,0,0,1,0,0,0,0
4.0,52.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
4.0,37.5,592.0,287.0,292.0,0,0,1,0,0,0,0,0,0,0
2.0,8.5,594.0,594.0,44.0,0,0,0,0,0,1,0,0,0,0
2.0,6.5,298.0,594.0,44.0,0,0,0,0,0,1,0,0,0,0
2.0,52.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
2.0,37.5,592.0,287.0,292.0,0,0,1,0,0,0,0,0,0,0
2.0,32.5,594.0,594.0,45.0,0,0,0,0,0,0,0,0,1,0
2.0,22.5,290.0,594.0,45.0,0,0,0,0,0,0,0,0,1,0
14.0,31.5,592.0,592.0,48.0,0,0,0,0,0,0,0,0,0,1
6.0,22.5,592.0,287.0,48.0,0,0,0,0,0,0,0,0,0,1
12.0,52.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
6.0,38.5,592.0,287.0,292.0,0,1,0,0,0,0,0,0,0,0
18.0,15.75,592.0,592.0,25.0,0,0,0,0,0,1,0,0,0,0
8.0,12.5,440.0,445.0,90.0,0,0,0,0,0,1,0,0,0,0
9.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
27.0,14.95,592.0,592.0,27.0,1,0,0,0,0,0,0,0,0,0
3.0,7.5,545.0,510.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,9.5,600.0,645.0,48.0,0,0,0,0,0,1,0,0,0,0
23.0,7.5,490.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,7.5,622.0,395.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,47.5,592.0,592.0,98.0,0,0,0,0,0,0,0,0,0,1
3.0,47.5,592.0,592.0,98.0,0,0,0,0,0,0,0,0,1,0
3.0,22.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
3.0,21.5,592.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,5.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
23.0,55.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
8.0,57.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
12.0,47.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,8.0,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
5.0,6.0,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,6.0,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,9.0,282.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,554.0,510.0,55.0,0,0,0,0,0,1,0,0,0,0
4.0,7.5,625.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
