qty,unit_price,Length,Height,Gutter,_F7,_F8,_F9,_G2,_G3,_G4,_H13,_H14,_M5,_M6
189.0,7.0,1490.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
155.0,6.5,980.0,260.0,5.0,0,0,0,0,0,1,0,0,0,0
45.0,6.7,1128.0,260.0,5.0,0,0,0,0,0,1,0,0,0,0
22.0,7.0,1420.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
5.0,7.0,860.0,300.0,50.0,0,0,0,0,0,1,0,0,0,0
25.0,6.5,740.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
2.0,5.9,590.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
25.0,6.5,890.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
38.0,7.0,1340.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
18.0,7.0,1490.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
8.0,7.0,1490.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
9.0,7.0,1490.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
16.0,6.5,1190.0,210.0,5.0,0,0,0,0,0,1,0,0,0,0
2.0,7.0,870.0,390.0,50.0,0,0,0,0,0,1,0,0,0,0
4.0,7.25,500.0,500.0,25.0,0,0,0,0,0,1,0,0,0,0
4.0,8.25,570.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,15.75,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
8.0,9.5,680.0,635.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,14.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
8.0,8.5,530.0,650.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,11.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,9.2,740.0,530.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,14.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,17.5,1270.0,830.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,14.25,490.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,14.5,592.0,440.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,8.5,680.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,8.25,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
10.0,6.25,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
6.0,59.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,39.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,10.5,520.0,858.0,17.0,0,0,0,0,0,1,0,0,0,0
8.0,15.5,592.0,592.0,25.0,0,0,0,0,0,0,0,0,0,1
2.0,12.5,287.0,592.0,25.0,0,0,0,0,0,0,0,0,0,1
4.0,7.25,500.0,448.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,7.95,500.0,623.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.5,500.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.4,400.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,9.5,630.0,530.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,59.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
3.0,8.5,650.0,550.0,20.0,0,0,0,0,0,1,0,0,0,0
8.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,38.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
16.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
10.0,5.5,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,9.5,625.0,500.0,98.0,0,0,0,0,0,1,0,0,0,0
2.0,7.15,520.0,858.0,17.0,0,0,0,0,0,1,0,0,0,0
8.0,15.5,592.0,592.0,535.0,1,0,0,0,0,0,0,0,0,0
2.0,12.5,287.0,592.0,535.0,1,0,0,0,0,0,0,0,0,0
4.0,6.5,448.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,6.75,500.0,625.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,6.6,500.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,6.4,400.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.5,630.0,530.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,8.5,610.0,610.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,6.5,610.0,610.0,20.0,0,0,0,0,0,1,0,0,0,0
2.0,5.5,305.0,370.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,6.5,495.0,620.0,25.0,0,0,0,0,0,1,0,0,0,0
9.0,6.25,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
10.0,7.0,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,9.75,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.25,600.0,300.0,45.0,0,0,0,0,0,1,0,0,0,0
6.0,9.25,600.0,600.0,40.0,0,0,0,0,0,1,0,0,0,0
2.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
3.0,10.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,12.5,490.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,9.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,7.5,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,8.5,490.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
9.0,5.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
10.0,6.5,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,8.25,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
22.0,15.25,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
16.0,11.75,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,11.5,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
6.0,15.5,1110.0,450.0,90.0,0,0,0,0,0,1,0,0,0,0
18.0,14.5,1110.0,400.0,90.0,0,0,0,0,0,1,0,0,0,0
6.0,15.5,1110.0,450.0,90.0,0,0,0,0,0,1,0,0,0,0
18.0,14.5,1110.0,400.0,90.0,0,0,0,0,0,1,0,0,0,0
9.0,6.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
10.0,7.5,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,9.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,10.5,640.0,490.0,50.0,0,0,0,0,0,1,0,0,0,0
20.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
5.0,11.5,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
12.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
13.0,10.5,592.0,490.0,100.0,0,0,0,0,0,1,0,0,0,0
19.0,11.5,592.0,592.0,100.0,0,0,0,0,0,1,0,0,0,0
13.0,48.5,592.0,490.0,292.0,0,0,1,0,0,0,0,0,0,0
19.0,52.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
9.0,5.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
16.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
7.0,12.5,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
11.0,14.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
24.0,6.5,500.0,625.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,5.5,400.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
24.0,32.5,500.0,625.0,47.0,1,0,0,0,0,0,0,0,0,0
2.0,27.5,400.0,500.0,47.0,1,0,0,0,0,0,0,0,0,0
1.0,5.95,425.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,583.0,715.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,5.95,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,12.95,485.0,425.0,25.0,0,0,0,0,0,0,0,0,1,0
1.0,32.5,715.0,583.0,25.0,0,0,0,0,0,0,0,0,1,0
1.0,12.95,485.0,425.0,25.0,0,0,0,0,0,0,0,0,1,0
8.0,5.5,385.0,525.0,15.0,0,0,0,0,0,1,0,0,0,0
24.0,5.75,500.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
8.0,5.5,400.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,62.5,700.0,770.0,48.0,1,0,0,0,0,0,0,0,0,0
2.0,17.5,700.0,770.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,61.5,600.0,775.0,48.0,1,0,0,0,0,0,0,0,0,0
2.0,15.5,600.0,775.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,22.75,698.0,448.0,65.0,0,0,0,0,0,0,0,0,1,0
2.0,15.5,498.0,298.0,65.0,0,0,0,0,0,0,0,0,1,0
2.0,18.75,598.0,388.0,65.0,0,0,0,0,0,0,0,0,1,0
1.0,9.95,590.0,640.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,45.5,790.0,640.0,45.0,1,0,0,0,0,0,0,0,0,0
1.0,8.9,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,62.5,592.0,592.0,290.0,1,0,0,0,0,0,0,0,0,0
5.0,5.5,250.0,240.0,45.0,0,0,0,0,0,1,0,0,0,0
48.0,5.95,450.0,190.0,45.0,0,0,0,0,0,1,0,0,0,0
48.0,15.5,450.0,190.0,95.0,1,0,0,0,0,0,0,0,0,0
1.0,7.5,550.0,200.0,40.0,0,0,0,0,0,1,0,0,0,0
2.0,12.5,585.0,810.0,50.0,0,0,0,0,0,1,0,0,0,0
1.0,7.75,700.0,250.0,15.0,0,0,0,0,0,1,0,0,0,0
4.0,10.5,490.0,490.0,45.0,0,0,0,0,0,1,0,0,0,0
4.0,17.5,490.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,12.5,792.0,392.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,27.5,792.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,10.5,710.0,420.0,20.0,0,0,0,0,0,1,0,0,0,0
4.0,6.15,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
13.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,6.15,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
13.0,15.75,592.0,592.0,25.0,0,0,0,0,0,0,0,0,0,1
4.0,15.5,592.0,287.0,25.0,0,0,0,0,0,0,0,0,0,1
2.0,12.5,287.0,592.0,25.0,0,0,0,0,0,0,0,0,0,1
8.0,15.5,865.0,450.0,48.0,0,0,0,0,0,0,0,0,1,0
4.0,44.5,745.0,350.0,46.0,1,0,0,0,0,0,0,0,0,0
4.0,14.5,745.0,350.0,46.0,0,0,0,0,0,0,0,0,1,0
4.0,21.85,865.0,450.0,48.0,0,0,0,0,0,0,0,0,1,0
2.0,18.75,745.0,350.0,46.0,0,0,0,0,0,0,0,0,1,0
2.0,39.5,745.0,350.0,46.0,1,0,0,0,0,0,0,0,0,0
7.0,137.5,760.0,730.0,97.0,1,0,0,0,0,0,0,0,0,0
6.0,29.5,592.0,490.0,48.0,0,0,0,0,0,0,0,0,1,0
9.0,8.5,592.0,490.0,48.0,0,0,0,0,0,1,0,0,0,0
9.0,45.5,592.0,490.0,96.0,1,0,0,0,0,0,0,0,0,0
32.0,7.5,625.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
26.0,9.95,800.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
48.0,7.0,500.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
12.0,7.25,500.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
5.0,8.0,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,835.0,790.0,20.0,0,0,0,0,0,1,0,0,0,0
32.0,32.5,625.0,500.0,48.0,1,0,0,0,0,0,0,0,0,0
15.0,39.5,800.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,25.5,592.0,515.0,29.0,1,0,0,0,0,0,0,0,0,0
3.0,54.5,592.0,592.0,290.0,1,0,0,0,0,0,0,0,0,0
2.0,22.5,335.0,335.0,450.0,0,0,0,0,0,0,0,0,1,0
2.0,21.5,335.0,335.0,450.0,0,0,0,0,0,1,0,0,0,0
12.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
24.0,9.25,600.0,590.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.25,735.0,230.0,10.0,0,0,0,0,1,0,0,0,0,0
12.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
24.0,9.25,600.0,590.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.25,735.0,230.0,10.0,0,0,0,0,1,0,0,0,0,0
60.0,9.5,800.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,7.25,495.0,395.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,17.5,1860.0,330.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,8.0,600.0,620.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,1050.0,280.0,10.0,0,0,0,0,0,1,0,0,0,0
3.0,7.5,620.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
60.0,9.5,800.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
16.0,7.25,495.0,395.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,17.5,1860.0,330.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,8.0,600.0,620.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,1050.0,280.0,10.0,0,0,0,0,0,1,0,0,0,0
3.0,7.5,620.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
102.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
10.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
66.0,8.0,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
12.0,6.5,287.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
102.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
10.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
66.0,8.0,592.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
12.0,6.5,287.0,592.0,45.0,0,0,0,0,0,1,0,0,0,0
9.0,12.5,592.0,490.0,96.0,0,0,0,0,0,1,0,0,0,0
4.0,7.5,405.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,37.5,830.0,665.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,32.5,820.0,660.0,150.0,0,0,0,0,0,1,0,0,0,0
1.0,7.85,470.0,405.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,29.5,470.0,405.0,48.0,1,0,0,0,0,0,0,0,0,0
3.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
3.0,48.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
120.0,7.25,625.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
60.0,42.5,625.0,500.0,98.0,1,0,0,0,0,0,0,0,0,0
2.0,44.5,490.0,592.0,96.0,0,0,0,0,0,0,0,0,0,1
2.0,45.5,592.0,592.0,96.0,0,0,0,0,0,0,0,0,0,1
1.0,32.5,592.0,287.0,292.0,0,0,1,0,0,0,0,0,0,0
60.0,6.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,5.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
7.0,6.4,625.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,8.5,592.0,490.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,592.0,287.0,98.0,0,0,0,0,0,1,0,0,0,0
6.0,6.2,625.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,67.0,615.0,515.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,27.5,650.0,315.0,198.0,0,0,0,0,0,1,0,0,0,0
2.0,7.3,615.0,565.0,48.0,0,0,0,0,0,1,0,0,0,0
50.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
40.0,37.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
10.0,45.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
60.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,5.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
7.0,8.5,625.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,592.0,490.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,592.0,287.0,98.0,0,0,0,0,0,1,0,0,0,0
6.0,8.25,625.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,9.0,615.0,515.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,32.5,650.0,315.0,198.0,0,0,0,0,0,1,0,0,0,0
2.0,9.5,615.0,565.0,48.0,0,0,0,0,0,1,0,0,0,0
50.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
40.0,37.5,287.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
10.0,47.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
7.0,49.5,490.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
1.0,6.8,300.0,300.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,592.0,287.0,98.0,0,0,0,0,0,1,0,0,0,0
60.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,9.5,960.0,263.0,20.0,0,0,0,0,0,1,0,0,0,0
6.0,7.95,625.0,400.0,45.0,0,0,0,0,0,1,0,0,0,0
20.0,6.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.15,450.0,440.0,20.0,0,0,0,0,0,1,0,0,0,0
35.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
60.0,8.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
20.0,6.5,592.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
7.0,8.5,625.0,500.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,592.0,490.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,592.0,287.0,98.0,0,0,0,0,0,1,0,0,0,0
6.0,7.75,625.0,400.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.15,615.0,515.0,20.0,0,0,0,0,0,1,0,0,0,0
1.0,32.5,650.0,315.0,198.0,0,0,0,0,0,1,0,0,0,0
2.0,8.75,615.0,565.0,48.0,0,0,0,0,0,1,0,0,0,0
50.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
40.0,37.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,49.5,592.0,490.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,9.9,645.0,545.0,45.0,0,0,0,1,0,0,0,0,0,0
2.0,11.25,1042.0,335.0,15.0,0,0,0,0,0,1,0,0,0,0
2.0,8.0,280.0,500.0,5.0,0,0,0,0,0,1,0,0,0,0
30.0,47.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
6.0,42.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
140.0,14.0,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
60.0,12.0,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
30.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
142.0,14.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
75.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
34.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
16.0,37.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
20.0,12.0,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
142.0,14.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
75.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
34.0,52.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
16.0,37.5,592.0,287.0,292.0,1,0,0,0,0,0,0,0,0,0
20.0,12.0,287.0,287.0,25.0,1,0,0,0,0,0,0,0,0,0
210.0,15.5,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
110.0,12.5,287.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,39.5,690.0,740.0,48.0,0,0,1,0,0,0,0,0,0,0
1.0,38.5,605.0,690.0,48.0,0,0,1,0,0,0,0,0,0,0
1.0,42.5,335.0,780.0,48.0,0,0,1,0,0,0,0,0,0,0
1.0,27.5,335.0,360.0,48.0,0,0,1,0,0,0,0,0,0,0
1.0,11.0,287.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,490.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,287.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,490.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
2.0,6.0,292.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,14.5,860.0,960.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,287.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,490.0,592.0,350.0,0,0,0,0,0,1,0,0,0,0
2.0,6.5,287.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,35.5,287.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,55.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,7.5,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,55.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
1.0,5.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,6.0,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,473.0,535.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,7.0,473.0,535.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,9.95,523.0,585.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,6.5,423.0,485.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,5.5,287.0,287.0,48.0,0,0,0,0,0,1,0,0,0,0
45.0,4.55,225.0,540.0,10.0,0,0,0,0,0,1,0,0,0,0
1.0,15.5,870.0,490.0,100.0,0,0,0,0,0,1,0,0,0,0
8.0,6.0,364.0,464.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,115.0,610.0,915.0,66.0,0,0,0,0,0,0,0,1,0,0
4.0,145.0,915.0,915.0,66.0,0,0,0,0,0,0,0,1,0,0
4.0,6.5,364.0,464.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,95.0,305.0,610.0,305.0,0,0,0,0,0,0,0,1,0,0
1.0,6.0,264.0,564.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,8.5,592.0,530.0,48.0,0,0,0,0,0,1,0,0,0,0
1.0,11.5,760.0,715.0,48.0,0,0,0,0,0,1,0,0,0,0
4.0,7.95,592.0,592.0,48.0,0,0,0,0,0,1,0,0,0,0
2.0,14.5,592.0,490.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,12.99,592.0,292.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,14.95,600.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
4.0,47.5,592.0,592.0,292.0,1,0,0,0,0,0,0,0,0,0
2.0,11.5,445.0,622.0,44.0,0,0,0,0,0,1,0,0,0,0
1.0,11.25,391.0,622.0,44.0,0,0,0,0,0,1,0,0,0,0
2.0,25.45,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,25.45,592.0,592.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,10.25,448.0,448.0,10.0,0,0,0,0,0,1,0,0,0,0
2.0,22.95,490.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
2.0,22.95,490.0,392.0,25.0,1,0,0,0,0,0,0,0,0,0
1.0,27.5,1200.0,285.0,600.0,1,0,0,0,0,0,0,0,0,0
6.0,21.5,600.0,595.0,600.0,1,0,0,0,0,0,0,0,0,0
1.0,37.5,1200.0,595.0,600.0,1,0,0,0,0,0,0,0,0,0
2.0,27.5,900.0,605.0,600.0,1,0,0,0,0,0,0,0,0,0
2.0,24.5,600.0,600.0,600.0,1,0,0,0,0,0,0,0,0,0
1.0,12.5,283.0,283.0,284.0,1,0,0,0,0,0,0,0,0,0
1.0,14.5,333.0,333.0,330.0,1,0,0,0,0,0,0,0,0,0
5.0,52.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
2.0,38.5,287.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
19.0,15.5,592.0,592.0,380.0,0,0,1,0,0,0,0,0,0,0
3.0,12.95,287.0,592.0,380.0,0,0,1,0,0,0,0,0,0,0
9.0,15.5,592.0,592.0,292.0,0,0,1,0,0,0,0,0,0,0
4.0,10.5,1010.0,370.0,98.0,0,0,0,0,0,1,0,0,0,0
4.0,10.5,1010.0,370.0,98.0,0,0,0,0,0,1,0,0,0,0
1.0,8.5,287.0,592.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,594.0,594.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,287.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
1.0,14.5,592.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
1.0,8.5,287.0,592.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,592.0,592.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,287.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
1.0,14.5,592.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
1.0,8.5,289.0,594.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,10.5,594.0,594.0,95.0,0,0,0,0,0,1,0,0,0,0
1.0,12.5,287.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
1.0,14.5,592.0,592.0,610.0,0,0,0,0,0,0,0,0,1,0
