company_name,quote_id,description,qty,unit_price
SIBS,18627,MP/G4.600.525.20,10.0,6.5
SIBS,18627,MP/G4.590.1000.20,4.0,12.5
SIBS,18627,MP/G4.510.1000.20,4.0,11.95
SIBS,18627,MV/G4.440.485.60,2.0,8.95
SIBS,18627,MV/G4.390.485.60,1.0,7.95
SIBS,18627,MV/G4.395.485.60,1.0,7.95
SIBS,18627,MV/G4 660.485.60,2.0,9.5
SIBS,18627,MV/G4.686.485.60,1.0,9.5
SIBS,18627,MV/G4.640.485.98,2.0,9.25
ATM,18635,Filtros MV/G4.470.550.97,12.0,10.5
TRM,22262,Filtro MP/G4.1190.360.30,2.0,21.5
TRM,22262,Filtro MP/G3.1114.330.8,1.0,14.75
TRM,22262,Filtro MP/G4.780.990.15,2.0,22.5
TRM,22262,Filtro MV/G4.515.455.45,1.0,9.5
TRM,22262,Filtro M5/PL.515.455.45,1.0,32.5
TRM,22262,Filtro MV/G4.590.640.48,1.0,9.95
NSR,22286,Filtros H14.915.457.66,36.0,89.0
NSR,22286,Filtros H14.915.305.66,18.0,82.0
NSR,22286,Filtros H14.457.305.66,18.0,47.0
NSR,22286,Filtros H14.610.610.66,18.0,76.0
NSR,22286,Filtros H14.592.592.292,22.0,199.0
NSR,22286,Filtros H14.287.592.292,2.0,124.0
NSR,22286,Filtros H13.592.592.292,2.0,193.0
NSR,22286,Filtros H13.287.592.292,2.0,120.0
NSR,22286,Filtros H13.305.610.292,10.0,121.0
NSR,22286,Filtros H13.610.610.150,4.0,95.0
Race,18563,Filtros F7.435.592.535.25.6,1.0,14.5
Race,18563,Filtros M5.287.592.360.25.3 ,1.0,12.5
Race,18563,Filtros M5.592.287.534.25.6,1.0,14.0
Race,18563,Filtros M5.592.592.534.25.6,1.0,14.0
Race,18563,Filtros MV/G4.500.530.50,6.0,6.95
Race,18563,Filtros MV/G4.625.500.50,6.0,7.25
Race,18563,Filtros MV/G4.535.455.48,4.0,6.75
Cisec,18615,Filtros F7/RG.592.592.292,19.0,54.5
Cisec,18615,Filtros MV/G4.592.592.48,1.0,8.5
Cisec,18615,Filtros F7/RG.592.287.292,1.0,31.5
Frostline,18609,Filtros MV/G4.985.780.145,1.0,38.5
Frostline,18609,Filtros M5.985.780.20,1.0,42.5
Frostline,18609,Filtros MV/G4.287.287.48,1.0,7.5
Frostline,18609,Filtros MV/G4.490.490.45,1.0,8.0
Frostline,18609,Filtros F7/PL.490.490.45,1.0,31.5
Frostline,18609,Filtros M5.715.583.25,1.0,21.5
Frostline,18609,Filtros MV/G4.500.620.48,16.0,8.5
Frostline,18609,Filtros F7/PL.500.620.48,16.0,32.5
C M SEIXAL,22257,MV/G4.282.582.98,2.0,
C M SEIXAL,22257,MV/G4.582.582.98,1.0,
C M SEIXAL,22257,MV/G4.545.495.48,2.0,
C M SEIXAL,22257,F7.592.592.375.25.6,1.0,
C M SEIXAL,22257,F7.593.290.375.25.4,1.0,
C M SEIXAL,22257,F7.290.290.375.25.3,1.0,
C M SEIXAL,22257,F7.287.592.370.25.3,1.0,
Team4cooling,18560,Filtros MP/G4.610.610.20,4.0,7.25
Team4cooling,18560,Filtros MP/G4.305.610.20,2.0,6.25
Team4cooling,18560,Filtros PL/F7.500.487.48,1.0,34.5
Team4cooling,18560,Filtros MV/G4.500.487.48,1.0,8.5
Team4cooling,18560,Filtros MP/G4.500.460.25,1.0,6.5
ANA,18628,Filtros F7/PL.415.355.48,3.0,42.5
ANA,18628,Filtros MV/G4.415.355.45,2.0,9.5
Egas Moniz,18592,Filtros M6.592.435.380.25.8,8.0,15.5
Egas Moniz,18592,Filtros MP/G4.630.660.20,8.0,11.5
CN MDL Beja Retail,22253,Filtros MV/G4.490.592.48,18.0,8.5
CN MDL Beja Retail,22253,Filtros F7/PL.490.592.96,18.0,47.5
CN MDL Beja Retail,22253,Filtros M5/PL.492.592.48,20.0,35.5
Rectimold,18621,F7/PL.610.610.48,3.0,38.5
Rectimold,18621,F7/PL.610.305.48,3.0,25.5
Rectimold,18621,"Manta POL 2.1,5 .10mm",1.0,47.5
Race,18611,Filtros MV/G4.592.592.48,200.0,7.45
JP Clima,18572,Filtros PL/F7.625.500.48,4.0,31.5
JP Clima,18572,Filtros MV/G4.625.500.48,4.0,9.5
Embaixada EUA,23295,MP/G4.1640.215.25,2.0,87.5
Embaixada EUA,23295,MP/G4.1100.250.25,2.0,47.5
Embaixada EUA,23295,MP/G4.700.245.25,2.0,29.5
Embaixada EUA,23295,MP/G4.1020.360.25,2.0,38.5
Embaixada EUA,23295,MP/G4.355.760.25,2.0,42.5
Embaixada EUA,23295,MP/G4.710.255.25,2.0,30.5
Embaixada EUA,23295,MP/G4.380.840.25,4.0,29.5
Embaixada EUA,23295,MP/G4.920.200.25,2.0,42.3
Embaixada EUA,23295,MP/G4.660.200.25,4.0,37.5
Embaixada EUA,23295,MP/G4.1050.190.25,2.0,44.5
Embaixada EUA,23295,MV/G4.380.505.50,4.0,34.5
Embaixada EUA,23295,MP/G4.1360.270.25,2.0,54.5
Embaixada EUA,23295,MP/G4.850.270.25,2.0,42.5
Embaixada EUA,23295,MP/G4.840.440.25,2.0,41.5
Embaixada EUA,23295,MP/G4.420.420.25,4.0,32.4
Valinox,22263,Filtros F7.795.392.500.25.6,2.0,18.5
Valinox,22263,Filtros MV/G4.340.255.48,21.0,5.5
Valinox,22263,Filtros F7/PL.900.490.28,1.0,37.5
Valinox,22263,Filtros MP/G4.585.585.20,12.0,6.55
Valinox,22263,Filtros MV/G4.745.535.50,4.0,8.5
Valinox,22263,Filtros MV/G4.625.495.47,4.0,8.25
Valinox,22263,Filtros MV/G4.495.495.47,12.0,7.5
Valinox,22263,Filtros MV/G4.740.615.45,2.0,9.5
ENGIE - Alverca,18562,Filtros G4.490.592.48,16.0,8.1
ENGIE - Alverca,18562,Filtros G4.287.592.48,4.0,6.5
JPClima,18573,Filtros PL/F7.530.500.98,4.0,46.5
JPClima,18573,Filtros MV/G4.530.500.48,4.0,9.5
Upk,18508,Filtros MP/G3.854.195.10,70.0,5.75
Upk,18508,Filtros MP/G3.800.315.10,2.0,8.95
Upk,18508,Filtros MP/G3.1070.145.3,11.0,6.15
Race,18564,Filtros PL/F7.420.660.97.ABS,10.0,45.5
Race,18564,Filtros MV/G4.500.795.48,4.0,8.5
Race,18564,Filtros MV/G4.500.795.48,4.0,8.5
Race,18564,Filtros MV/G4.660.420.48,10.0,7.75
Race,18565,Filtros RG/F9.592.592.292,11.0,49.5
Race,18565,Filtros MV/G4.287.592.48 ,2.0,5.5
Race,18565,Filtros MV/G4.592.592.48 ,8.0,7.0
Race,18565,Filtros F9.592.592.600.25.8,1.0,15.5
Race,18565,Filtros F9.592.287.600.25.8,1.0,15.25
Race,18565,Filtros F8.592.287.500.25.4,2.0,14.5
Race,18565,Filtros F7.287.592.533.25.4,1.0,11.5
Race,18565,Filtros M5.592.592.533.25.8,10.0,14.8
Race,18565,Filtros MV/M5.305.305.48,10.0,6.5
Race,18565,Filtros MV/M5.305.610.48,10.0,7.0
Race,18565,Filtros MV/G4.220.592.48,4.0,5.9
Race,18565,Filtros AR/G2.950.250.5,2.0,6.0
Race,18565,Filtros AR/G2.1130.200.5,2.0,7.0
Race,18565,Filtros AR/G2.1180.230.5,2.0,7.2
Race,18565,Filtros AR/G2.1180.330.5,2.0,8.0
Race,18565,Filtros MP/G2.560.330.10,2.0,5.8
Race,18565,Filtros AR/G2.1200.240.5,2.0,9.0
Race,18565,Filtros AR/G2.1020.205.5,5.0,7.0
Race,18565,Filtros AR/G2.1215.205.5,2.0,7.1
Race,18565,Filtros AR/G2.1200.240.5,2.0,9.0
Race,18565,Filtros AR/G2.1030.205.5,10.0,7.0
Race,18565,Filtros AR/G2.650.205.5,3.0,6.0
Race,18565,Filtros AR/G2.845.200.5,2.0,6.9
Certifiltra,18618,Filtros F9/RG.592.592.292,8.0,52.5
Certifiltra,18618,Filtros F9/RG.592.287.292,7.0,37.5
RACE,18607,Filtros TPCINOX 490.1030.48,24.0,88.75
Taguspark,18610,Filtros MV/G3.600.300.48,6.0,6.5
Taguspark,18610,Filtros MV/G3.700.350.48,4.0,6.75
Taguspark,18610,Filtros MV/G3.592.592.48,2.0,7.75
Taguspark,18610,Filtros F7.592.287.380.25.7,20.0,14.0
Taguspark,18610,Filtros F7.592.592.380.25.7,4.0,14.5
C.ATM. sintra 2022,2207221707,M5.490.490.535.6.20,1.0,14.5
C.ATM. sintra 2022,2207221707,F9.592.490.535.10.20,1.0,17.5
C.ATM. sintra 2022,2207221707,F9.490.490.535.8.20,1.0,15.5
Engie,18594,Filtros F7.592.592.380.25.8 ,112.0,12.95
Engie,18594,Filtros F7.287.592.380.25.4 ,2.0,9.5
Engie,18594,Filtros MV/G4.592.592.45,38.0,7.5
Engie,18594,Filtros MV/G4.287.592.45,4.0,5.75
UPK,18585,Filtros PL/F7 513.232.48,2.0,17.5
UPK,18585,Filtros PL/F7 528.265.48,6.0,18.5
UPK,18585,Filtros MV/G4 513.232.48,2.0,4.95
UPK,18585,Filtros MV/G4.528.265.48,6.0,5.25
ATM,22287,Filtros M5.287.287.600.25.3,12.0,11.5
ATM,22287,Filtros M5.287.592.600.25.3,70.0,11.75
ATM,22287,Filtros M5.592.592.600.25.6,95.0,14.75
ATM,22287,Filtros F7.287.287.600.25.4,14.0,12.25
ATM,22287,Filtros F7.287.592.600.25.4,90.0,12.5
ATM,22287,Filtros F7.592.592.600.25.8,140.0,15.75
ATM,22287,Filtros F9.287.287.600.25.4,14.0,12.95
ATM,22287,Filtros F9.287.592.600.25.4,90.0,12.95
ATM,22287,Filtros F9.592.592.600.25.8,140.0,16.25
Engie,18608,Filtros MP/G4.825.280.24,2.0,11.5
Engie,18608,Filtros MV/G4.690.593.48,4.0,14.5
Engie,18608,Filtros PL/F7.690.593.48,4.0,42.5
Engie,18608,FILTROS H13 610.610.292,4.0,165.0
Engie,18608,Filtros M5.592.592.360.25.6,4.0,14.5
ATM,22251,MV/G4.592.592.48,24.0,
ATM,22251,F7/RG.592.592.292,12.0,
ATM,22251,MV/G4.625.500.48,16.0,
ATM,22251,F7/PL.500.625.48,16.0,
ATM,22251,MV/G4.500.530.48,16.0,
ATM,22251,F7/PL.500.530.98,16.0,
ATM,22251,MV/G4.485.425.50,4.0,
Auchan Amadora,230912,Filtros MV/G4.592.592.48,60.0,8.5
Auchan Amadora,230912,Filtros MV/G4.592.287.48,20.0,6.5
Auchan Amadora,230912,Filtros MV/G4.625.500.48,7.0,8.5
Auchan Amadora,230912,Filtros MV/G4.592.490.98,1.0,12.5
Auchan Amadora,230912,Filtros MV/G4.592.287.98,1.0,10.5
Auchan Amadora,230912,Filtros MV/G4.625.400.48,6.0,7.75
Auchan Amadora,230912,Filtros MP/G4.615.515.20,2.0,7.15
Auchan Amadora,230912,Filtros MV/G4.650.315.198,1.0,32.5
Auchan Amadora,230912,Filtros MV/G4.615.565.48,2.0,8.75
Auchan Amadora,230912,Filtros F7/RG.592.592.292,50.0,52.5
Auchan Amadora,230912,Filtros F7/RG.592.287.292,40.0,37.5
Auchan Amadora,230912,Filtros F7/RG.592.490.292,6.0,49.5
ATM ,18556,Filtros M5.592.287.600.25.4,40.0,12.5
ATM ,18556,Filtros M5.592.592.600.25.6,120.0,14.75
MegaAvac,18558,Filtros MV/M5.490.490.46,4.0,10.5
MegaAvac,18558,Filtros MV/M5.792.392.46,1.0,14.5
MegaAvac,18558,Filtros MP/M5.588.588.25,1.0,8.95
MegaAvac,18558,Filtros MP/M5.588.285.25,2.0,7.75
MegaAvac,18558,Filtros MP/M5.285.285.25,1.0,6.5
Springzone,18581,Filtros MV/G4.380.600.30,4.0,8.75
Springzone,18581,Filtros MV/G4.380.1220.30,2.0,14.5
Springzone,18581,Filtros MV/G4.430.1220.30,2.0,14.75
Springzone,18581,Filtros MV/M5.380.570.90,8.0,12.75
Springzone,18581,Filtros MV/M5.380.1150.90,2.0,14.5
Springzone,18581,Filtros MV/M5.430.570.90,4.0,12.9
Valinox,18588,Filtros F7.592.592.550.25.8 ,20.0,14.5
Valinox,18588,Filtros F7.490.742.500.25.6,9.0,24.5
Valinox,18588,Filtros PL/F7.580.430.45,4.0,29.5
Valinox,18588,Filtros MV/G4.508.381.48,6.0,6.5
Valinox,18588,Filtros F7.490.592.500.25.6,8.0,14.5
Valinox,18588,Filtros MV/G4.610.508.48,4.0,7.25
Valinox,18588,Filtros MV/G4.508.508.48,4.0,6.95
Valinox,18588,Filtros F7.592.490.500.25.8,10.0,15.5
Valinox,18588,Filtros F7.592.287.500.25.8,6.0,15.5
Valinox,18588,Filtros MV/G4.635.406.48,6.0,6.95
Valinox,18588,Filtros MV/G4.635.406.48,3.0,6.95
Valinox,18588,Filtros MV/G4.435.620.48,10.0,6.95
Valinox,18588,Filtros PL/F7.625.500.45,1.0,31.5
Valinox,18588,Filtros MV/G4.625.500.45,1.0,7.5
Valinox,18588,Filtros MV/G4.508.406.48,4.0,6.5
Valinox,18588,Filtros MV/G4.241.495.45,2.0,5.5
Valinox,18588,Filtros F7.490.490.500.25.6,10.0,14.5
Valinox,18588,Filtros MV/G4.480.420.48,1.0,6.5
Valinox,18588,Filtros M5.485.423.500.25.5,1.0,15.5
Lmge,18584,Filtros MP/G3.645.205.10,120.0,5.95
IKEA,22280,Filtros F7/RG.592.592.292,80.0,48.5
IKEA,22280,Filtros F7.592.592.500.25.8,3.0,15.5
IKEA,22280,Filtros F7.592.287.500.25.8,6.0,15.5
IKEA,22280,Filtros F7/RG.592.287.292,8.0,35.5
IKEA,22280,Filtros MV/G4.442.442.48,2.0,6.5
IKEA,22280,Filtros G4.592.287.360.25.4,6.0,10.5
IKEA,22280,Filtros MV/G4.592.287.48,14.0,6.5
IKEA,22280,Filtros G4.592.592.360.25.4,20.0,11.5
IKEA,22280,Filtros MV/G4.592.592.48,324.0,7.5
IKEA,22280,Filtros MV/G4.715.1200.48,2.0,32.5
Colégio o Preguiça,18569,Filtros MV/G4.390.490.47,6.0,8.5
Colégio o Preguiça,18569,Filtros MV/G4.592.592.47,34.0,9.95
Colégio o Preguiça,18569,Filtros MP/G4.615.1075.20,3.0,17.5
Colégio o Preguiça,18569,Filtros MV/G4.720.585.95,1.0,18.5
Colégio o Preguiça,18569,Filtros F8.592.592.500.20.25.7,9.0,22.5
Sotécnica,18570,Filtros M5.592.592.360.25.6 ,141.0,10.5
Sotécnica,18570,Filtros M5.592.287.360.25.4,36.0,8.95
Sotécnica,18570,Filtros M5.305.610.500.25.4,1.0,15.5
Sotécnica,18570,Filtros F7.592.592.380.25..8,87.0,11.5
Sotécnica,18570,Filtros F7.592.287.380.25.4,19.0,9.95
ANA,18471,Filtros MV/G4.585.525.100,2.0,12.5
C M Seixal Loja do Cidadão,22288,Filtros MV/G4.445.622.44,2.0,11.5
C M Seixal Loja do Cidadão,22288,Filtros MV/G4.391.622.44,1.0,11.25
C M Seixal Loja do Cidadão,22288,Filtros F7.592.592.520.25.10,2.0,25.45
C M Seixal Loja do Cidadão,22288,Filtros F7.592.592.520.25.10,2.0,25.45
C M Seixal Loja do Cidadão,22288,Filtros MV/G4.448.448.10,2.0,10.25
C M Seixal Loja do Cidadão,22288,Filtros F7.490.392.520.25.8,2.0,22.95
C M Seixal Loja do Cidadão,22288,Filtros F7.490.392.520.25.8,2.0,22.95
Frostline 2,22277,Filtros MV/G4.592.287.45,7.0,6.5
Frostline 2,22277,Filtros MV/G4.592.592.45,6.0,8.75
Frostline 2,22277,Filtros F7.592.592.550.25.11,1.0,25.5
Frostline 2,22277,Filtros F7.592.287.550.25.4,1.0,14.5
Frostline 2,22277,Filtros F7.592.592.500.25.7,2.0,16.5
Frostline 2,22277,Filtros F7.287.592.550.25.4,1.0,12.95
Frostline 2,22277,Filtros MV/G4.430.430.115,1.0,14.5
Eurocalor,22273,Filtros MV/G4.592.592.48,1.0,7.5
Eurocalor,22273,Filtros MV/G4.490.592.48,8.0,7.25
Eurocalor,22273,Filtros MV/G4.287.592.48,2.0,6.5
Eurocalor,22273,Filtros F7/RG.592.592.292,1.0,52.5
Eurocalor,22273,Filtros F7/RG.490.592.292,12.0,49.5
Eurocalor,22273,Filtros F7/RG.287.592.292,3.0,37.5
Azinor Luanda,22283,Filtros F7.592.592.535.25.8,210.0,15.5
Azinor Luanda,22283,Filtros F7.287.592.535.25.3,110.0,12.5
Azinor Luanda,22283,Filtros F7.287.287.535.25.3,0.0,
Azinor Luanda,22283,Rolos G4 20.2 mts,4.0,95.0
Azinor Luanda,22283,Estrut. 592.592.100 + Rede,54.0,6.99
Azinor Luanda,22283,Estrut. 592.287.100 + Rede,22.0,5.25
ATM,18493,Filtros F7.592.592.500.25.7,50.0,14.75
ATM,18493,Filtros F7.287.592.500.25.4,20.0,11.5
ANA,18470,Filtros F7.490.592.360.25.6,18.0,12.99
ATM ,18587,Filtros F9.592.592.500.25.6,10.0,14.95
ATM ,18587,Filtros F9.287.592.500.25.3,10.0,10.5
ATM ,18587,Filtros F9/RG.592.592.292 ,15.0,49.95
ATM ,18587,Filtros F9.287.592.500.25.5,20.0,14.0
ATM ,18587,Filtros F9.592.287.500.25.8,10.0,14.95
ATM ,18587,Filtros F9.437.287.500.25.6,10.0,14.5
ATM ,18587,Filtros F9.592.592.500.25.10,10.0,18.5
ATM ,18587,Filtros F9.437.592.500.25.10,10.0,19.5
ATM ,18587,Filtros F9.287.592.500.25.5,15.0,14.0
ATM ,18587,Filtros F7.437.592.500.25.10,10.0,18.5
ATM ,18587,Filtros M5.592.592.500.25.6,15.0,14.5
ATM ,18587,Filtros F9/RG.592.287.292,10.0,35.5
ATM ,18587,Filtros F9.593.437.500.25.5,10.0,14.25
ATM ,18587,Filtros F9.490.292.500.25.5,10.0,14.0
ATM ,18587,Filtros F7.592.592.500.25.8,15.0,14.5
ATM ,18587,Filtros F7.287.592.500.25.5,15.0,14.0
ATM ,18587,Filtros F7.592.287.500.25.10,10.0,18.5
ATM ,18587,Filtros F7.437.287.500.25.8,10.0,14.5
ATM ,18587,Filtros M5.437.592.500.25.5,10.0,14.0
ATM ,18587,Filtros M5.592.287.500.25.10,10.0,18.25
ATM ,18587,Filtros M5.437.287.500.25.10,10.0,18.25
ATM ,18587,Filtros M5.287.592.500.25.5,10.0,14.0
Termofrio,22269,Filtros MV/G4.455.565.98,12.0,11.5
Termofrio,22269,Filtros F7.592.592.535.25.12,4.0,24.5
Termofrio,22269,Filtros F7.287.592.535.25.06,5.0,15.5
Termofrio,22269,Filtros F9.435.592.535.25.6,2.0,16.5
Termofrio,22269,Filtros F9.287.435.535.25.3,2.0,12.5
Termofrio,22269,Filtros MV/G4.592.592.48,5.0,8.5
Termofrio,22269,Filtros MV/G4.592.287.48,4.0,6.5
Termofrio,22269,Filtros MV/G4.740.610.48,1.0,10.5
Termofrio,22269,Filtros F7.435.592.534.245.6,1.0,15.5
Termofrio,22269,Filtros MV/G4.775.755.47,2.0,12.5
Sotécnica,23297,Filtros MP/G3.940.200.5,100.0,7.75
Sotécnica,23297,Filtros MP/G3.1065.205.5,100.0,8.25
Sotécnica,23297,Filtros MP/G3.650.650.10,6.0,17.5
Sotécnica,23297,Filtros MV/G4.592.592.48,7.0,9.5
Sotécnica,23297,Filtros MV/G4.592.287.48,6.0,6.75
Sotécnica,23297,Filtros MV/G4.287.287.48,3.0,6.5
Sotécnica,23297,Filtros F9.592.592.460.25.8,3.0,19.0
Sotécnica,23297,Filtros F9.592.287.460.25.8,4.0,18.5
Sotécnica,23297,Filtros F9.287.287.460.25.4,1.0,15.25
Sotécnica,23297,Filtros G4.592.592.460.25.6,6.0,14.25
Sotécnica,23297,Filtros G4.592.287.460.25.6,3.0,14.15
Sotécnica,23297,Filtros G4.287.287.460.25.3,2.0,12.5
Proairindustrial,18600,Filtros MV/G4.740.455.48,24.0,7.2
Proairindustrial,18600,Filtros MV/G4.545.610.48,12.0,6.95
Proairindustrial,18600,Filtros MV/G4.540.608.48,24.0,6.95
Proairindustrial,18600,Filtros MV/G4.540.455.48,24.0,6.25
Proairindustrial,18600,Filtros MV/G4.455.610.48,12.0,6.95
Proairindustrial,18600,Filtros MV/G4.455.608.48,24.0,6.95
C.U. Católica P,220620,Filtro G4.545.625.47,1.0,9.5
ANA,18512,Filtros MP/G4.650.630.25,4.0,14.5
Sotécnica,18604,Filtros MV/G4.592.592.48 ,84.0,7.5
Sotécnica,18604,Filtros MV/G4.287.592.48 ,41.0,5.75
Sotécnica,18604,Filtros MV/G4.490.592.48,2.0,6.5
Sotécnica,18604,Filtros M5.592.592.360.25.6 ,16.0,12.99
Sotécnica,18604,Filtros M5.287.592.360.25.3 ,8.0,10.5
Sotécnica,18604,Filtros MP/G4.420.660.20,8.0,7.4
Sotécnica,18604,Filtros MV/M5.287.592.48,2.0,7.25
Sotécnica,18604,Filtros MV/M5.592.592.45,2.0,8.95
Sotécnica,18604,Filtros MV/M5.292.594.45,2.0,7.0
Sotécnica,18604,Filtros F7.592.592.599.25.7,24.0,15.5
Valinox,18558,Filtros MV/G4.620.395.45,12.0,7.75
Valinox,18558,Filtros F7.592.592.500.25.8,4.0,14.75
LMGE,18633,Filtros M5 592.592.300.25.6,4.0,12.99
LMGE,18633,Filtros M5.287.592.300.25.3,6.0,10.5
LMGE,18633,Filtros F7.592.592.300.25.7,4.0,14.0
LMGE,18633,Filtros F7.287.592.300.25.4,6.0,11.5
JMC,18568,Filtros MV/G4.800.500.48,6.0,10.5
JMC,18568,Filtros PL/F7.625.500.48,8.0,32.5
RACE,22249,MP/G3.385.585.12,10.0,
RACE,22249,MP/G3.400.630.12,10.0,
Universidade Nova de Lisboa FCT,22291,Rolo Filtrante G3.20.1 mts,1.0,172.5
ATM ,18579,Filtros MV/G4.625.500.48,2.0,7.75
ATM ,18579,Filtros MV/G4.287.592.48 ,1.0,6.75
ATM ,18579,Filtros MV/G4.485.262.48,2.0,6.15
ATM ,18579,Filtros MV/G4.620.500.48,11.0,7.75
ATM ,18579,Filtros MV/G4.625.395.48,2.0,7.25
ATM ,18579,Filtros MV/G4.400.400.48,1.0,6.5
ATM ,18579,Filtros MV/G4.500.400.48,3.0,6.75
ATM ,18579,Filtros MV/G4.395.395.48,3.0,6.5
ATM ,18579,Filtros MV/G4.625.495.48,1.0,7.75
ATM ,18579,Filtros MV/G4.620.400.48,4.0,7.25
ATM ,18579,Filtros MV/G4.395.625.48,3.0,7.35
ATM ,18579,Filtros MV/G4.630.495.48,2.0,7.8
ATM ,18579,Filtros MV/G4.875.670.145,1.0,27.5
ATM ,18579,Filtros F7.592.592.500.25.7,13.0,14.95
ATM ,18579,Filtros F7.287.592.500.25.4,2.0,11.95
ATM ,18579,Filtros F7.592.287.500.25.7,1.0,14.5
