company_name,quote_id,description,qty,unit_price,filter_efficiency,dimensions,item_type,Length,Height,Gutter,Depth,Pockets,Date
A Preditiva,17171.0,Filtros MV/G4.625.500.50,36.0,7.5,G4,625.500.50,standard_filter,625.0,500.0,50.0,,,2017-12-11 18:11:37
A Preditiva,17171.0,Filtros F7/PL.625.500.50,36.0,27.5,F7,625.500.50,standard_filter,625.0,500.0,50.0,,,2017-12-11 18:11:37
A Preditiva,17175.0,Filtros F7/PL.592.490.48,16.0,28.5,F7,592.490.48,standard_filter,592.0,490.0,48.0,,,2017-12-14 17:58:47
A Preditiva,18643.0,Filtros F7/PL.592.592.45,9.0,27.5,F7,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-09-17 17:06:28
A Preditiva,18643.0,Filtros F7/PL.287.592.45,3.0,17.5,F7,287.592.45,standard_filter,287.0,592.0,45.0,,,2018-09-17 17:06:28
A Preditiva,18643.0,Filtros F7/PL.592.490.48,12.0,25.5,F7,592.490.48,standard_filter,592.0,490.0,48.0,,,2018-09-17 17:06:28
A Preditiva,18643.0,Filtros MV/G4.490.592.48,12.0,7.5,G4,490.592.48,standard_filter,490.0,592.0,48.0,,,2018-09-17 17:06:28
A Preditiva,18643.0,Filtros MV/G4.592.490.48,24.0,7.5,G4,592.490.48,standard_filter,592.0,490.0,48.0,,,2018-09-17 17:06:28
A Preditiva,18691.0,Filtros F7/PL.800.500.48,8.0,37.5,F7,800.500.48,standard_filter,800.0,500.0,48.0,,,2018-10-18 16:37:59
A Preditiva,18691.0,Filtros F7/PL.625.500.48,1.0,27.5,F7,625.500.48,standard_filter,625.0,500.0,48.0,,,2018-10-18 16:37:59
A Preditiva,18691.0,Filtros MV/G4.800.500.48,5.0,8.95,G4,800.500.48,standard_filter,800.0,500.0,48.0,,,2018-10-18 16:37:59
A Preditiva,18691.0,Filtros MV/G4.500.400.48,12.0,6.5,G4,500.400.48,standard_filter,500.0,400.0,48.0,,,2018-10-18 16:37:59
A Preditiva,18691.0,Filtros MV/G4.500.500.48,8.0,6.75,G4,500.500.48,standard_filter,500.0,500.0,48.0,,,2018-10-18 16:37:59
A Preditiva,18697.0,Filtros MV/G4.435.480.50,1.0,6.5,G4,435.480.50,standard_filter,435.0,480.0,50.0,,,2018-10-20 08:34:34
A Preditiva,18697.0,Filtros MV/G4.500.530.50,24.0,6.75,G4,500.530.50,standard_filter,500.0,530.0,50.0,,,2018-10-20 08:34:34
A Preditiva,18698.0,Filtros MV/G4.800.500.50,8.0,8.95,G4,800.500.50,standard_filter,800.0,500.0,50.0,,,2018-10-22 08:04:30
A Preditiva,18698.0,Filtros MV/G4.530.500.50,6.0,6.95,G4,530.500.50,standard_filter,530.0,500.0,50.0,,,2018-10-22 08:04:30
A Preditiva,18722.0,Filtro MV/G4.438.480.50,1.0,6.5,G4,438.480.50,standard_filter,438.0,480.0,50.0,,,2018-10-30 20:26:13
A Preditiva,18722.0,Filtros MV/G4.500.530.50,24.0,6.75,G4,500.530.50,standard_filter,500.0,530.0,50.0,,,2018-10-30 20:26:13
AIRTEAM,18755.0,Filtros MV/G4.592.592.48,46.0,8.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.592.287.48,12.0,7.5,G4,592.287.48,standard_filter,592.0,287.0,48.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.287.592.48,4.0,7.5,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.392.792.48,4.0,11.5,G4,392.792.48,standard_filter,392.0,792.0,48.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.592.592.98,46.0,12.5,G4,592.592.98,standard_filter,592.0,592.0,98.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.592.287.98,12.0,10.5,G4,592.287.98,standard_filter,592.0,287.0,98.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.287.592.98,4.0,10.5,G4,287.592.98,standard_filter,287.0,592.0,98.0,,,2018-11-22 03:55:31
AIRTEAM,18755.0,Filtros MV/G4.392.792.98,4.0,14.5,G4,392.792.98,standard_filter,392.0,792.0,98.0,,,2018-11-22 03:55:31
ANA,17085.0,Filtros F7/RG 592.592.292,12.0,55.5,F7,592.592.292,standard_filter,592.0,592.0,292.0,,,2017-09-18 12:16:21
ANA,17106.0,Filtros MV/G4 592.592.48,6.0,8.0,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-10-15 22:44:30
ANA,17106.0,Filtros MV/G4 592.592.48,2.0,8.0,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-10-15 22:44:30
ANA,17106.0,Filtros MV/G4 287.592.48,2.0,6.0,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2017-10-15 22:44:30
ANA,17112.0,Filtros F7/PL 580.430.48,4.0,45.5,F7,580.430.48,standard_filter,580.0,430.0,48.0,,,2017-10-18 14:37:48
ANA,17116.0,Filtros MV/G4 535.473.48,3.0,8.5,G4,535.473.48,standard_filter,535.0,473.0,48.0,,,2017-10-20 17:07:49
ANA,17144.0,Filtros MP/G4 222.893.10,70.0,5.75,G4,222.893.10,standard_filter,222.0,893.0,10.0,,,2017-11-20 20:57:34
ANA,17144.0,Filtros MP/G4 222.1193.10,30.0,5.95,G4,222.1193.10,standard_filter,222.0,1193.0,10.0,,,2017-11-20 20:57:34
ANA,17144.0,Filtros MP/G4 222.1134.10,30.0,5.85,G4,222.1134.10,standard_filter,222.0,1134.0,10.0,,,2017-11-20 20:57:34
ANA,17157.0,Filtros MP/CA 490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 15:32:47
ANA,17157.0,Filtros MV/G2 490.490.45,4.0,7.5,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 15:32:47
ANA,17157.0,Filtros MV/G4 490.490.45,4.0,7.5,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 15:32:47
ANA,17158.0,Filtros MP/CA 490.490.22,24.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 15:52:16
ANA,17158.0,Filtros MV/G4 490.490.45,16.0,7.0,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 15:52:16
ANA,17158.0,Filtros MV/G4 490.490.45,16.0,7.0,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 15:52:16
ANA,17159.0,Filtros MP/CA 490.490.22,6.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 16:17:00
ANA,17159.0,Filtros MV/G4 490.490.45,4.0,7.0,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:17:00
ANA,17159.0,Filtros MV/G4 490.490.45,4.0,7.0,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:17:00
ANA,17160.0,Filtros MP/CA 490.490.22,24.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 16:25:07
ANA,17160.0,Filtros MV/G2 490.490.45,16.0,7.0,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:25:07
ANA,17160.0,Filtros MV/G2 490.490.45,16.0,7.0,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:25:07
ANA,17161.0,Filtros MP/CA 490.490.22,18.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 16:34:29
ANA,17161.0,Filtros MV/G2 490.490.45,12.0,7.0,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:34:29
ANA,17161.0,Filtros MV/G4 490.490.45,12.0,7.0,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:34:29
ANA,17162.0,Filtros MP/CA 490.490.22,12.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 16:42:45
ANA,17162.0,Filtros MV/G3 490.360.45,8.0,6.75,G3,490.360.45,standard_filter,490.0,360.0,45.0,,,2017-12-07 16:42:45
ANA,17162.0,Filtros MV/G4 490.360.35,8.0,6.85,G4,490.360.35,standard_filter,490.0,360.0,35.0,,,2017-12-07 16:42:45
ANA,17163.0,Filtros MP/CA 490.490.22,24.0,14.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-07 16:51:20
ANA,17163.0,Filtros MV/G2 490.490.45,16.0,6.75,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:51:20
ANA,17163.0,Filtros MV/G4 490.490.45,16.0,6.8,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-07 16:51:20
ANA,17163.0,Filtros MV/G4 580.580.100,12.0,9.5,G4,580.580.100,standard_filter,580.0,580.0,100.0,,,2017-12-07 16:51:20
ANA,17163.0,Filtros MV/G4 580.280.100,10.0,8.25,G4,580.280.100,standard_filter,580.0,280.0,100.0,,,2017-12-07 16:51:20
ANA,17178.0,Filtros MP/CA.490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,18.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,18.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,18.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,18.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,12.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.490.22,6.0,15.5,,490.490.22,standard_filter,490.0,490.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.360.22,12.0,14.5,,490.360.22,standard_filter,490.0,360.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.360.22,12.0,14.5,,490.360.22,standard_filter,490.0,360.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.360.22,12.0,14.5,,490.360.22,standard_filter,490.0,360.0,22.0,,,2017-12-20 13:39:06
ANA,17178.0,Filtros MP/CA.490.360.22,12.0,14.5,,490.360.22,standard_filter,490.0,360.0,22.0,,,2017-12-20 13:39:06
ANA,17180.0,Filtros MV/G2.490.360.45,32.0,6.85,G2,490.360.45,standard_filter,490.0,360.0,45.0,,,2017-12-20 16:31:32
ANA,17180.0,Filtros MV/G2.490.490.45,121.0,7.1,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-20 16:31:32
ANA,17180.0,Filtros MV/G4.490.360.35,32.0,6.9,G4,490.360.35,standard_filter,490.0,360.0,35.0,,,2017-12-20 16:31:32
ANA,17180.0,Filtros MV/G4 490.490.45,117.0,7.15,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-20 16:31:32
ANA,17182.0,Filtros MV/G4.580.280.100,4.0,8.0,G4,580.280.100,standard_filter,580.0,280.0,100.0,,,2017-12-27 16:05:46
ANA,17182.0,Filtros MV/G4.580.580.100,8.0,10.5,G4,580.580.100,standard_filter,580.0,580.0,100.0,,,2017-12-27 16:05:46
ANA,17183.0,Filtros MV/G4 590.525.100,2.0,11.5,G4,590.525.100,standard_filter,590.0,525.0,100.0,,,2017-12-20 17:03:14
ANA,17194.0,Filtros MV/G4.592.592.48,96.0,7.45,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-01-05 20:18:13
ANA,17195.0,Filtros MV/G4 1665.420.48,8.0,17.5,G4,1665.420.48,standard_filter,1665.0,420.0,48.0,,,2017-12-27 17:40:09
ANA,17196.0,Filtros MV/G2 490.490.45,164.0,7.1,G2,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-28 12:23:59
ANA,17199.0,Filtros MV/G4.490.490.45,144.0,7.25,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2017-12-27 18:03:16
ANA,17200.0,Filtros MP/CA.490.490.22,144.0,16.15,,490.490.22,standard_filter,490.0,490.0,22.0,,,2018-01-05 20:24:47
ANA,17201.0,Filtros MV/G4.592.592.48,24.0,7.6,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2017-12-27 18:18:46
ANA,18223.0,Filtros VC/G3.490.210.3,54.0,4.95,G3,490.210.3,standard_filter,490.0,210.0,3.0,,,2018-01-16 12:31:25
ANA,18223.0,Filtros VC/G3.850.200.3,18.0,5.15,G3,850.200.3,standard_filter,850.0,200.0,3.0,,,2018-01-16 12:31:25
ANA,18223.0,Filtros VC/G3.630.200.3,6.0,5.05,G3,630.200.3,standard_filter,630.0,200.0,3.0,,,2018-01-16 12:31:25
ANA,18223.0,Filtros VC/G3.785.210.3,12.0,5.1,G3,785.210.3,standard_filter,785.0,210.0,3.0,,,2018-01-16 12:31:25
ANA,18223.0,Filtros VC/G3.1060.200.3,8.0,8.5,G3,1060.200.3,standard_filter,1060.0,200.0,3.0,,,2018-01-16 12:31:25
ANA,18226.0,Filtros MV/G4.585.600.90,2.0,12.5,G4,585.600.90,standard_filter,585.0,600.0,90.0,,,2018-01-20 02:16:05
ANA,18226.0,Filtros MV/G4.535.473.48,2.0,8.1,G4,535.473.48,standard_filter,535.0,473.0,48.0,,,2018-01-20 02:16:05
ANA,18227.0,Filtros MV/M5.373.305.50,4.0,8.15,M5,373.305.50,standard_filter,373.0,305.0,50.0,,,2018-01-20 02:15:54
ANA,18227.0,Filtros MV/M5.373.305.50,4.0,8.15,M5,373.305.50,standard_filter,373.0,305.0,50.0,,,2018-01-20 02:15:54
ANA,18250.0,Filtros MV/G4.592.592.98,6.0,9.95,G4,592.592.98,standard_filter,592.0,592.0,98.0,,,2018-01-27 23:41:53
ANA,18250.0,Filtros MV/G4.592.592.98,6.0,9.95,G4,592.592.98,standard_filter,592.0,592.0,98.0,,,2018-01-27 23:41:53
ANA,18257.0,Filtros MV/G4.585.585.49,4.0,8.1,G4,585.585.49,standard_filter,585.0,585.0,49.0,,,2018-01-30 16:20:26
ANA,18258.0,Filtros MV/G4.495.795.45,8.0,8.5,G4,495.795.45,standard_filter,495.0,795.0,45.0,,,2018-01-30 16:50:27
ANA,18259.0,Filtros MV/G4.592.592.45,2.0,7.95,G4,592.592.45,standard_filter,592.0,592.0,45.0,,,2018-01-30 16:57:42
ANA,18259.0,Filtros MV/G4.287.592.45,2.0,5.95,G4,287.592.45,standard_filter,287.0,592.0,45.0,,,2018-01-30 16:57:42
ANA,18260.0,Filtros MP/G3.592.592.25,24.0,6.25,G3,592.592.25,standard_filter,592.0,592.0,25.0,,,2018-01-30 17:18:22
ANA,18260.0,Filtros MP/G3.592.287.25,24.0,5.25,G3,592.287.25,standard_filter,592.0,287.0,25.0,,,2018-01-30 17:18:22
ANA,18261.0,Filtros MP/G4.590.995.5,50.0,6.25,G4,590.995.5,standard_filter,590.0,995.0,5.0,,,2018-01-30 17:26:07
ANA,18262.0,Filtros MV/G4.535.473.48,2.0,8.0,G4,535.473.48,standard_filter,535.0,473.0,48.0,,,2018-01-31 17:17:38
ANA,18264.0,Filtros MV/G4.855.390.45,2.0,9.5,G4,855.390.45,standard_filter,855.0,390.0,45.0,,,2018-01-31 09:03:25
ANA,18272.0,Filtros MV/G4.490.425.45,2.0,7.25,G4,490.425.45,standard_filter,490.0,425.0,45.0,,,2018-02-03 13:42:42
ANA,18273.0,Filtros MV/G4.580.580.100,48.0,8.95,G4,580.580.100,standard_filter,580.0,580.0,100.0,,,2018-02-03 13:52:44
ANA,18273.0,Filtros MV/G4.580.295.100,24.0,7.25,G4,580.295.100,standard_filter,580.0,295.0,100.0,,,2018-02-03 13:52:44
ANA,18274.0,Filtros MV/M5.470.400.50,2.0,7.5,M5,470.400.50,standard_filter,470.0,400.0,50.0,,,2018-02-03 14:00:30
ANA,18274.0,Filtros MV/G4.395.395.48,2.0,6.25,G4,395.395.48,standard_filter,395.0,395.0,48.0,,,2018-02-03 14:00:30
ANA,18274.0,Filtros F7/PL.395.395.48,1.0,17.5,F7,395.395.48,standard_filter,395.0,395.0,48.0,,,2018-02-03 14:00:30
ANA,18275.0,Filtros MV/G4.696.481.47,8.0,8.25,G4,696.481.47,standard_filter,696.0,481.0,47.0,,,2018-02-03 14:06:03
ANA,18283.0,Filtros MP/G3.785.210.3,12.0,5.5,G3,785.210.3,standard_filter,785.0,210.0,3.0,,,2018-02-07 10:20:46
ANA,18283.0,Filtros MP/G3.1095.200.5,12.0,6.1,G3,1095.200.5,standard_filter,1095.0,200.0,5.0,,,2018-02-07 10:20:46
ANA,18283.0,Filtros MP/G3.420.200.3,6.0,5.25,G3,420.200.3,standard_filter,420.0,200.0,3.0,,,2018-02-07 10:20:46
ANA,18284.0,Filtros MP/G3.930.180.10,20.0,4.95,G3,930.180.10,standard_filter,930.0,180.0,10.0,,,2018-02-07 10:36:14
ANA,18284.0,Filtros MP/G4.1135.180.10,2.0,5.5,G4,1135.180.10,standard_filter,1135.0,180.0,10.0,,,2018-02-07 10:36:14
ANA,18284.0,Filtros MP/G3.1190.210.5,12.0,4.97,G3,1190.210.5,standard_filter,1190.0,210.0,5.0,,,2018-02-07 10:36:14
ANA,18284.0,Filtros MP/G3.445.310.10,16.0,4.5,G3,445.310.10,standard_filter,445.0,310.0,10.0,,,2018-02-07 10:36:14
ANA,18288.0,Filtros MV/G4.287.592.48,6.0,5.5,G4,287.592.48,standard_filter,287.0,592.0,48.0,,,2018-02-08 19:32:32
ANA,18288.0,Filtros MV/G4.592.592.48,6.0,7.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-02-08 19:32:32
ANA,18288.0,Filtros MV/G4.715.583.98,2.0,12.5,G4,715.583.98,standard_filter,715.0,583.0,98.0,,,2018-02-08 19:32:32
ANA,18289.0,Filtros MP/G3.785.180.10,4.0,6.75,G3,785.180.10,standard_filter,785.0,180.0,10.0,,,2018-02-08 19:32:21
ANA,18300.0,Filtros MV/G4.490.490.45,4.0,8.25,G4,490.490.45,standard_filter,490.0,490.0,45.0,,,2018-02-14 12:17:48
ANA,18313.0,Filtros MV/G4.592.592.98,4.0,9.95,G4,592.592.98,standard_filter,592.0,592.0,98.0,,,2018-02-22 16:14:10
ANA,18313.0,Filtros MV/G4.592.280.98,6.0,8.25,G4,592.280.98,standard_filter,592.0,280.0,98.0,,,2018-02-22 16:14:10
ANA,18314.0,Filtros MP/G3.785.180.10,2.0,8.5,G3,785.180.10,standard_filter,785.0,180.0,10.0,,,2018-02-22 16:21:02
ANA,18322.0,Filtros MV/G4.507.517.48,6.0,8.75,G4,507.517.48,standard_filter,507.0,517.0,48.0,,,2018-02-26 18:17:31
ANA,18387.0,Filtros MP/G3.1100.185.10,30.0,5.95,G3,1100.185.10,standard_filter,1100.0,185.0,10.0,,,2018-04-09 17:39:14
ANA,18387.0,Filtros MP/G3.1100.185.10,36.0,5.95,G3,1100.185.10,standard_filter,1100.0,185.0,10.0,,,2018-04-09 17:39:14
ANA,18387.0,Filtros MP/G3.1070.205.10,12.0,5.95,G3,1070.205.10,standard_filter,1070.0,205.0,10.0,,,2018-04-09 17:39:14
ANA,18387.0,Filtros MP/G3.900.175.10,4.0,5.5,G3,900.175.10,standard_filter,900.0,175.0,10.0,,,2018-04-09 17:39:14
ANA,18387.0,Filtros MP/G3.760.215.5,10.0,6.95,G3,760.215.5,standard_filter,760.0,215.0,5.0,,,2018-04-09 17:39:14
ANA,18455.0,Filtros MV/G4.800.445.98,20.0,11.5,G4,800.445.98,standard_filter,800.0,445.0,98.0,,,2018-05-17 05:55:39
ANA,18455.0,Filtros MV/G4.800.445.98,20.0,11.5,G4,800.445.98,standard_filter,800.0,445.0,98.0,,,2018-05-17 05:55:39
ANA,18471.0,Filtros MV/G4.585.525.100,2.0,12.5,G4,585.525.100,standard_filter,585.0,525.0,100.0,,,2018-05-29 17:50:54
ANA,18471.0,Filtros MV/G4.585.525.100,2.0,12.5,G4,585.525.100,standard_filter,585.0,525.0,100.0,,,2018-05-29 17:50:54
ANA,18512.0,Filtros MP/G4.650.630.25,4.0,14.5,G4,650.630.25,standard_filter,650.0,630.0,25.0,,,2018-06-20 17:00:59
ANA,18512.0,Filtros MP/G4.650.630.25,4.0,14.5,G4,650.630.25,standard_filter,650.0,630.0,25.0,,,2018-06-20 17:00:59
ANA,18523.0,Filtros MV/G4.592.592.48,18.0,7.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-06-27 14:33:21
ANA,18523.0,Filtros MV/G4.1665.420.48,4.0,12.5,G4,1665.420.48,standard_filter,1665.0,420.0,48.0,,,2018-06-27 14:33:21
ANA,18523.0,Filtros MV/G4.592.592.48,18.0,7.5,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-06-27 14:33:21
ANA,18523.0,Filtros MV/G4.1665.420.48,4.0,12.5,G4,1665.420.48,standard_filter,1665.0,420.0,48.0,,,2018-06-27 14:33:21
ANA,18574.0,Filtros MV/G4.592.592.48 ,4.0,8.15,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-07-26 08:20:18
ANA,18574.0,Filtros MV/G4.592.592.48 ,4.0,8.15,G4,592.592.48,standard_filter,592.0,592.0,48.0,,,2018-07-26 08:20:18
ANA,18628.0,Filtros F7/PL.415.355.48,3.0,42.5,F7,415.355.48,standard_filter,415.0,355.0,48.0,,,2018-09-06 12:31:39
ANA,18628.0,Filtros MV/G4.415.355.45,2.0,9.5,G4,415.355.45,standard_filter,415.0,355.0,45.0,,,2018-09-06 12:31:39
ANA,18628.0,Filtros F7/PL.415.355.48,3.0,42.5,F7,415.355.48,standard_filter,415.0,355.0,48.0,,,2018-09-06 12:31:39
ANA,18628.0,Filtros MV/G4.415.355.45,2.0,9.5,G4,415.355.45,standard_filter,415.0,355.0,45.0,,,2018-09-06 12:31:39
APA,17003.0,Filtros MV/G4 530.465.45,6.0,7.5,G4,530.465.45,standard_filter,530.0,465.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 625.390.45,4.0,7.7,G4,625.390.45,standard_filter,625.0,390.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 525.465.45,6.0,8.0,G4,525.465.45,standard_filter,525.0,465.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 415.390.45,6.0,7.0,G4,415.390.45,standard_filter,415.0,390.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 420.390.45,6.0,7.0,G4,420.390.45,standard_filter,420.0,390.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 750.550.45,2.0,9.0,G4,750.550.45,standard_filter,750.0,550.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 750.550.45,2.0,9.0,G4,750.550.45,standard_filter,750.0,550.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 510.365.40,2.0,7.0,G4,510.365.40,standard_filter,510.0,365.0,40.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 740.345.45,3.0,8.0,G4,740.345.45,standard_filter,740.0,345.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 725.505.45,1.0,9.0,G4,725.505.45,standard_filter,725.0,505.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 750.555.40,2.0,9.0,G4,750.555.40,standard_filter,750.0,555.0,40.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 725.510.45,1.0,8.5,G4,725.510.45,standard_filter,725.0,510.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 750.555.40,2.0,9.0,G4,750.555.40,standard_filter,750.0,555.0,40.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 625.360.45,1.0,7.0,G4,625.360.45,standard_filter,625.0,360.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 740.520.45,2.0,8.5,G4,740.520.45,standard_filter,740.0,520.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 620.360.45,1.0,7.0,G4,620.360.45,standard_filter,620.0,360.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 645.425.40,2.0,8.0,G4,645.425.40,standard_filter,645.0,425.0,40.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 720.510.40,1.0,8.5,G4,720.510.40,standard_filter,720.0,510.0,40.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 725.505.45,1.0,8.5,G4,725.505.45,standard_filter,725.0,505.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 740.515.45,2.0,8.5,G4,740.515.45,standard_filter,740.0,515.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 1050.735.45,1.0,17.5,G4,1050.735.45,standard_filter,1050.0,735.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 740.520.45,2.0,8.5,G4,740.520.45,standard_filter,740.0,520.0,45.0,,,2017-08-06 10:41:50
APA,17003.0,Filtros MV/G4 720.515.45,2.0,8.5,G4,720.515.45,standard_filter,720.0,515.0,45.0,,,2017-08-06 10:41:50
APA,18617.0,Filtros MV/G4 530.465.45,6.0,8.25,G4,530.465.45,standard_filter,530.0,465.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 625.390.45,4.0,8.25,G4,625.390.45,standard_filter,625.0,390.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 525.465.45,6.0,8.8,G4,525.465.45,standard_filter,525.0,465.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 415.390.45,6.0,7.5,G4,415.390.45,standard_filter,415.0,390.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 420.390.45,6.0,7.5,G4,420.390.45,standard_filter,420.0,390.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 750.550.45,2.0,9.95,G4,750.550.45,standard_filter,750.0,550.0,45.0,,,2018-08-23 17:59:07
APA,18617.0,Filtros MV/G4 750.550.45,2.0,9.95,G4,750.550.45,standard_filter,750.0,550.0,45.0,,,2018-08-23 17:59:07
