company_name,quote_id,description,qty,unit_price,filter_efficiency,dimensions,item_type,Length,Height,Gutter,Depth,Pockets
ATM,18511.0,Filtros MV/G4.592.592.45,80.0,7.5,G4,592.592.45,Filtro,592.0,592.0,45.0,,
ATM,18511.0,Filtros MV/G4.592.592.45,80.0,7.5,G4,592.592.45,Filtro,592.0,592.0,45.0,,
ATM,18602.0,Filtros G4.592.892.360.25.4,24.0,14.99,G4,592.892.360.25.4,Filtro,592.0,892.0,25.0,360.0,4.0
ATM,18602.0,Filtros F7.592.892.380.25.6,12.0,24.99,F7,592.892.380.25.6,Filtro,592.0,892.0,25.0,380.0,6.0
ATM,18602.0,Filtros G4.592.892.360.25.4,24.0,14.99,G4,592.892.360.25.4,Filtro,592.0,892.0,25.0,360.0,4.0
ATM,18602.0,Filtros F7.592.892.380.25.6,12.0,24.99,F7,592.892.380.25.6,Filtro,592.0,892.0,25.0,380.0,6.0
ATM,18603.0,Filtros G4.592.592.360.25.4,32.0,11.5,G4,592.592.360.25.4,Filtro,592.0,592.0,25.0,360.0,4.0
ATM,18603.0,Filtros G4.592.892.360.25.6,16.0,14.0,G4,592.892.360.25.6,Filtro,592.0,892.0,25.0,360.0,6.0
ATM,18603.0,Filtros F7.592.592.360.25.8,16.0,15.5,F7,592.592.360.25.8,Filtro,592.0,592.0,25.0,360.0,8.0
ATM,18603.0,Filtros F7.592.892.380.25.6,8.0,25.5,F7,592.892.380.25.6,Filtro,592.0,892.0,25.0,380.0,6.0
ATM,18603.0,Filtros F7.287.892.380.25.12,2.0,14.99,F7,287.892.380.25.12,Filtro,287.0,892.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7.592.892.380.25.12,4.0,32.5,F7,592.892.380.25.12,Filtro,592.0,892.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7.592.592.380.25.12,1.0,20.5,F7,592.592.380.25.12,Filtro,592.0,592.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7/PL.430.490.96,1.0,48.5,F7,430.490.96,Filtro,430.0,490.0,96.0,,
ATM,18603.0,Filtros MV/G4.430.490.48,1.0,8.5,G4,430.490.48,Filtro,430.0,490.0,48.0,,
ATM,18603.0,Rolo manta G4 . 20.2 mts,1.0,110.0,G4,,Rolo,,,,,
ATM,18603.0,Filtros G4.592.592.360.25.4,32.0,11.5,G4,592.592.360.25.4,Filtro,592.0,592.0,25.0,360.0,4.0
ATM,18603.0,Filtros G4.592.892.360.25.6,16.0,14.0,G4,592.892.360.25.6,Filtro,592.0,892.0,25.0,360.0,6.0
ATM,18603.0,Filtros F7.592.592.360.25.8,16.0,15.5,F7,592.592.360.25.8,Filtro,592.0,592.0,25.0,360.0,8.0
ATM,18603.0,Filtros F7.592.892.380.25.6,8.0,25.5,F7,592.892.380.25.6,Filtro,592.0,892.0,25.0,380.0,6.0
ATM,18603.0,Filtros F7.287.892.380.25.12,2.0,14.99,F7,287.892.380.25.12,Filtro,287.0,892.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7.592.892.380.25.12,4.0,32.5,F7,592.892.380.25.12,Filtro,592.0,892.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7.592.592.380.25.12,1.0,20.5,F7,592.592.380.25.12,Filtro,592.0,592.0,25.0,380.0,12.0
ATM,18603.0,Filtros F7/PL.430.490.96,1.0,48.5,F7,430.490.96,Filtro,430.0,490.0,96.0,,
ATM,18603.0,Filtros MV/G4.430.490.48,1.0,8.5,G4,430.490.48,Filtro,430.0,490.0,48.0,,
ATM,18603.0,Rolo manta G4 . 20.2 mts,1.0,110.0,G4,,Rolo,,,,,
ATM,18635.0,Filtros MV/G4.470.550.97,12.0,10.5,G4,470.550.97,Filtro,470.0,550.0,97.0,,
ATM,18635.0,Filtros MV/G4.470.550.97,12.0,10.5,G4,470.550.97,Filtro,470.0,550.0,97.0,,
ATM,18652.0,Filtros MV/G4.592.592.48,4.0,7.75,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,18652.0,Filtros MV/G4.287.592.48,8.0,6.25,G4,287.592.48,Filtro,287.0,592.0,48.0,,
ATM,18652.0,Filtros F9/RG.592.592.292,4.0,57.5,F9,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,18652.0,Filtros F9/RG.592.287.292,8.0,37.5,F9,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,18677.0,Filtros MP/G4.478.280.16,6.0,5.75,G4,478.280.16,Filtro,478.0,280.0,16.0,,
ATM,18677.0,Filtros MP/G4.478.180.16,6.0,4.95,G4,478.180.16,Filtro,478.0,180.0,16.0,,
ATM,18677.0,Filtros MP/G4.435.180.16,6.0,4.9,G4,435.180.16,Filtro,435.0,180.0,16.0,,
ATM,18677.0,Filtros MP/G4.335.135.16,6.0,4.5,G4,335.135.16,Filtro,335.0,135.0,16.0,,
ATM,18677.0,Filtros F7/RG.592.592.292,1.0,55.5,F7,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,18677.0,Filtros F7/RG.592.287.292,1.0,35.5,F7,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,18677.0,Filtros MP/G4-1160.280.22,1.0,10.5,G4,1160.280.22,Filtro,1160.0,280.0,22.0,,
ATM,18702.0,Filtros M6/RG.592.287.292,3.0,37.5,M6,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,18702.0,Filtros MV/G4.592.287.48,3.0,6.5,G4,592.287.48,Filtro,592.0,287.0,48.0,,
ATM,18771.0,Filtros MV/G4.464.364.48,12.0,7.5,G4,464.364.48,Filtro,464.0,364.0,48.0,,
ATM,18771.0,Filtros MV/G4.564.264.48,1.0,7.5,G4,564.264.48,Filtro,564.0,264.0,48.0,,
ATM,18771.0,Filtros MV/M5.605.690.48,2.0,12.5,M5,605.690.48,Filtro,605.0,690.0,48.0,,
ATM,18771.0,Filtros MV/M5.245.690.48,1.0,10.5,M5,245.690.48,Filtro,245.0,690.0,48.0,,
ATM,18771.0,Filtros F9/PL.605.690.48,2.0,45.5,F9,605.690.48,Filtro,605.0,690.0,48.0,,
ATM,18771.0,Filtros F9/PL.245.690.48,1.0,25.5,F9,245.690.48,Filtro,245.0,690.0,48.0,,
ATM,18771.0,Filtros MV/M5.690.740.48,1.0,14.5,M5,690.740.48,Filtro,690.0,740.0,48.0,,
ATM,18771.0,Filtros F9/PL.690.740.48,1.0,47.5,F9,690.740.48,Filtro,690.0,740.0,48.0,,
ATM,18771.0,Filtros MV/M5.780.335.48,1.0,11.5,M5,780.335.48,Filtro,780.0,335.0,48.0,,
ATM,18771.0,Filtros MV/M5.360.335.48,1.0,10.5,M5,360.335.48,Filtro,360.0,335.0,48.0,,
ATM,18771.0,Filtros F9/PL.780.335.48,1.0,34.5,F9,780.335.48,Filtro,780.0,335.0,48.0,,
ATM,18771.0,Filtros F9/PL.360.335.48,1.0,22.5,F9,360.335.48,Filtro,360.0,335.0,48.0,,
ATM,18771.0,Filtros MV/G4.880.500.98,1.0,15.5,G4,880.500.98,Filtro,880.0,500.0,98.0,,
ATM,18786.0,Filtros MV/G4.660.480.45,2.0,11.5,G4,660.480.45,Filtro,660.0,480.0,45.0,,
ATM,18786.0,Filtros MV/G4.395.395.48,5.0,8.5,G4,395.395.48,Filtro,395.0,395.0,48.0,,
ATM,18786.0,Filtros MV/G4.590.340.48,1.0,9.5,G4,590.340.48,Filtro,590.0,340.0,48.0,,
ATM,18786.0,Filtros MV/G4.490.490.48,1.0,8.5,G4,490.490.48,Filtro,490.0,490.0,48.0,,
ATM,18786.0,Filtros MV/G4.287.395.48,1.0,7.25,G4,287.395.48,Filtro,287.0,395.0,48.0,,
ATM,18786.0,Filtros F7/PL.490.490.48,10.0,31.5,F7,490.490.48,Filtro,490.0,490.0,48.0,,
ATM,18786.0,Filtros F7/Pl.287.287.48,1.0,21.5,F7,287.287.48,Filtro,287.0,287.0,48.0,,
ATM,18786.0,Filtros F7/PL.285.395.48,1.0,22.5,F7,285.395.48,Filtro,285.0,395.0,48.0,,
ATM,18786.0,Filtros MV/G4.490.490.48,1.0,8.5,G4,490.490.48,Filtro,490.0,490.0,48.0,,
ATM,18788.0,Filtros MV/G4.592.592.45,10.0,7.5,G4,592.592.45,Filtro,592.0,592.0,45.0,,
ATM,18788.0,Filtros MV/G4.490.490.45,30.0,6.95,G4,490.490.45,Filtro,490.0,490.0,45.0,,
ATM,18788.0,Filtros MV/G4.792.392.45,15.0,8.5,G4,792.392.45,Filtro,792.0,392.0,45.0,,
ATM,18788.0,Filtros MV/G4.592.490.45,10.0,7.25,G4,592.490.45,Filtro,592.0,490.0,45.0,,
ATM,18788.0,Filtros MV/G4.800.400.45,2.0,8.0,G4,800.400.45,Filtro,800.0,400.0,45.0,,
ATM,18788.0,Filtros MV/G4.892.490.46,10.0,9.95,G4,892.490.46,Filtro,892.0,490.0,46.0,,
ATM,18788.0,Filtros MV/G4.880.290.45,2.0,8.35,G4,880.290.45,Filtro,880.0,290.0,45.0,,
ATM,18788.0,Filtros F7.592.592.450.25.8,20.0,14.75,F7,592.592.450.25.8,Filtro,592.0,592.0,25.0,450.0,8.0
ATM,18788.0,Filtros F7.490.490.450.25.6,30.0,12.95,F7,490.490.450.25.6,Filtro,490.0,490.0,25.0,450.0,6.0
ATM,18788.0,Filtros F7/PL.525.510.46,50.0,27.5,F7,525.510.46,Filtro,525.0,510.0,46.0,,
ATM,18788.0,Filtros F7.792.392.500.25.10,5.0,18.5,F7,792.392.500.25.10,Filtro,792.0,392.0,25.0,500.0,10.0
ATM,18788.0,Filtros F7.592.490.500.25.8,5.0,14.8,F7,592.490.500.25.8,Filtro,592.0,490.0,25.0,500.0,8.0
ATM,18788.0,Filtros F7.892.490.500.25.6,20.0,12.99,F7,892.490.500.25.6,Filtro,892.0,490.0,25.0,500.0,6.0
ATM,18788.0,Filtros F7.792.392.500.25.4,20.0,14.0,F7,792.392.500.25.4,Filtro,792.0,392.0,25.0,500.0,4.0
ATM,18788.0,Filtros F7/PL.800.400.46,5.0,37.5,F7,800.400.46,Filtro,800.0,400.0,46.0,,
ATM,18788.0,Filtros F7.490.490.635.25.6,10.0,15.5,F7,490.490.635.25.6,Filtro,490.0,490.0,25.0,635.0,6.0
ATM,18788.0,Filtros F7.592.490.635.25.6,10.0,15.5,F7,592.490.635.25.6,Filtro,592.0,490.0,25.0,635.0,6.0
ATM,18788.0,Filtros F7.792.392.360.25.10,5.0,18.5,F7,792.392.360.25.10,Filtro,792.0,392.0,25.0,360.0,10.0
ATM,18788.0,Filtros MV/G4.880.595.46,2.0,10.5,G4,880.595.46,Filtro,880.0,595.0,46.0,,
ATM,18805.0,Filtros MV/G4.625.500.48,44.0,7.0,G4,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,18805.0,Filtros F7/PL.625.500.48,44.0,27.5,F7,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,18805.0,Filtros MV/G4.500.500.48,38.0,6.5,G4,500.500.48,Filtro,500.0,500.0,48.0,,
ATM,18805.0,Filtros MV/G4.500.400.48,14.0,6.25,G4,500.400.48,Filtro,500.0,400.0,48.0,,
ATM,18805.0,Filtros MV/G4.500.450.48,2.0,6.4,G4,500.450.48,Filtro,500.0,450.0,48.0,,
ATM,18805.0,Filtros F7/PL.500.450.48,2.0,22.5,F7,500.450.48,Filtro,500.0,450.0,48.0,,
ATM,18805.0,Filtros F7/PL.500.400.48,2.0,21.5,F7,500.400.48,Filtro,500.0,400.0,48.0,,
ATM,18805.0,Filtros F7/PL.500.500.48,2.0,25.5,F7,500.500.48,Filtro,500.0,500.0,48.0,,
ATM,19815.0,Filtros MV/G4.490.592.48,60.0,6.99,G4,490.592.48,Filtro,490.0,592.0,48.0,,
ATM,19815.0,Filtros F7/PL.490.592.96,60.0,39.5,F7,490.592.96,Filtro,490.0,592.0,96.0,,
ATM,19815.0,Filtros M5/PL.490.592.48,60.0,25.5,M5,490.592.48,Filtro,490.0,592.0,48.0,,
ATM,19815.0,Filtros MV/G4.287.592.48,1.0,6.0,G4,287.592.48,Filtro,287.0,592.0,48.0,,
ATM,19815.0,Filtros MV/G4.592.592.48,1.0,8.0,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,19815.0,Filtros F7/RG.592.592.292,1.0,52.5,F7,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,19815.0,Filtros F7/RG.592.287.292,1.0,37.5,F7,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,19815.0,Filtros M6.287.592.380.25.4,1.0,14.5,M6,287.592.380.25.4,Filtro,287.0,592.0,25.0,380.0,4.0
ATM,19815.0,Filtros M6.592.592.380.25.8,1.0,18.5,M6,592.592.380.25.8,Filtro,592.0,592.0,25.0,380.0,8.0
ATM,19843.0,Filtros MV/G2.520.340.45,2.0,9.5,G2,520.340.45,Filtro,520.0,340.0,45.0,,
ATM,19843.0,Filtros MV/G4.420.570.40,2.0,9.85,G4,420.570.40,Filtro,420.0,570.0,40.0,,
ATM,21037.0,Filtros F9.592.592.360.25.12,5.0,21.5,F9,592.592.360.25.12,Filtro,592.0,592.0,25.0,360.0,12.0
ATM,21037.0,Filtros F9.592.287.360.25.12,4.0,20.5,F9,592.287.360.25.12,Filtro,592.0,287.0,25.0,360.0,12.0
ATM,21037.0,Filtros F7.592.592.360.25.12,5.0,20.5,F7,592.592.360.25.12,Filtro,592.0,592.0,25.0,360.0,12.0
ATM,21037.0,Filtros F7.592.287.360.25.12,3.0,19.5,F7,592.287.360.25.12,Filtro,592.0,287.0,25.0,360.0,12.0
ATM,21037.0,Filtros F7/PL.287.592.96.PVC,3.0,37.5,F7,287.592.96,Filtro,287.0,592.0,96.0,,
ATM,21037.0,Filtros MV/G4.795.595.45,1.0,10.5,G4,795.595.45,Filtro,795.0,595.0,45.0,,
ATM,21037.0,Filtros MV/G4.595.395.45,2.0,6.5,G4,595.395.45,Filtro,595.0,395.0,45.0,,
ATM,21037.0,Filtros MV/G4.795.725.45,1.0,11.5,G4,795.725.45,Filtro,795.0,725.0,45.0,,
ATM,21037.0,Filtros MV/G4.595.595.45,1.0,7.5,G4,595.595.45,Filtro,595.0,595.0,45.0,,
ATM,21039.0,Filtros MV/G4.287.592.48,18.0,5.75,G4,287.592.48,Filtro,287.0,592.0,48.0,,
ATM,21039.0,Filtros MV/G4.592.592.48,54.0,6.95,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,21039.0,Filtros F7/RG.592.592.292,27.0,48.5,F7,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,21039.0,Filtros F7/RG.592.287.292,9.0,35.5,F7,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,21039.0,Filtros MV/G4.485.420.48,1.0,8.5,G4,485.420.48,Filtro,485.0,420.0,48.0,,
ATM,21040.0,Filtros G4.592.592.600,100.0,12.99,G4,592.592.600,Filtro,592.0,592.0,600.0,,
ATM,21040.0,Filtros M5.592.592.600,100.0,12.99,M5,592.592.600,Filtro,592.0,592.0,600.0,,
ATM,21040.0,Filtros M5.592.287.600,40.0,12.75,M5,592.287.600,Filtro,592.0,287.0,600.0,,
ATM,21040.0,Filtros F7.592.592.380,100.0,14.5,F7,592.592.380,Filtro,592.0,592.0,380.0,,
ATM,21045.0,Filtros MV/G4.490.592.48,60.0,6.5,G4,490.592.48,Filtro,490.0,592.0,48.0,,
ATM,21045.0,Filtros F7/RG.490.592.98,60.0,38.5,F7,490.592.98,Filtro,490.0,592.0,98.0,,
ATM,21045.0,Filtros MV/M5.490.592.48,60.0,7.5,M5,490.592.48,Filtro,490.0,592.0,48.0,,
ATM,21045.0,Filtros MV/G4.287.592.48,1.0,5.5,G4,287.592.48,Filtro,287.0,592.0,48.0,,
ATM,21045.0,Filtros MV/G4.592.592.48,1.0,6.95,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,21045.0,Filtros F7/RG.592.592.292,1.0,52.5,F7,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,21045.0,Filtros F7/RG.592.287.292,1.0,39.5,F7,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,21045.0,Filtros M6.287.592.380,1.0,12.5,M6,287.592.380,Filtro,287.0,592.0,380.0,,
ATM,21045.0,Filtros M6.592.592.380,1.0,14.5,M6,592.592.380,Filtro,592.0,592.0,380.0,,
ATM,21054.0,Filtros F7/PL.500.530.97,8.0,42.5,F7,500.530.97,Filtro,500.0,530.0,97.0,,
ATM,21054.0,Filtros MV/G4.500.530.50,8.0,6.5,G4,500.530.50,Filtro,500.0,530.0,50.0,,
ATM,21054.0,Filtros MV/G4.650.645.95,1.0,10.5,G4,650.645.95,Filtro,650.0,645.0,95.0,,
ATM,21054.0,Filtros MP/G2.285.360.5,3.0,6.35,G2,285.360.5,Filtro,285.0,360.0,5.0,,
ATM,21058.0,Filtros MV/G4.800.500.48,15.0,9.5,G4,800.500.48,Filtro,800.0,500.0,48.0,,
ATM,21058.0,Filtros MV/G4.625.500.48,24.0,6.5,G4,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,21069.0,Filtros MP/G3.843.205.6,80.0,5.25,G3,843.205.6,Filtro,843.0,205.0,6.0,,
ATM,21069.0,Filtros MV/G4.592.592.45,9.0,6.95,G4,592.592.45,Filtro,592.0,592.0,45.0,,
ATM,21069.0,Filtros MV/G4.592.287.45,9.0,5.95,G4,592.287.45,Filtro,592.0,287.0,45.0,,
ATM,21069.0,Filtros MV/G4.630.950.45,4.0,10.5,G4,630.950.45,Filtro,630.0,950.0,45.0,,
ATM,21069.0,Filtros F7.592.592.500,5.0,12.99,F7,592.592.500,Filtro,592.0,592.0,500.0,,
ATM,21069.0,Filtros F7.287.592.500,5.0,12.5,F7,287.592.500,Filtro,287.0,592.0,500.0,,
ATM,21071.0,filtros MV/G4.625.500.48,40.0,6.95,G4,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,21071.0,Filtros MV/G4.800.500.48,30.0,8.5,G4,800.500.48,Filtro,800.0,500.0,48.0,,
ATM,21072.0,Filtros MV/G4.635.500.48,32.0,6.5,G4,635.500.48,Filtro,635.0,500.0,48.0,,
ATM,21072.0,Filtros F7/PL.500.625.48,24.0,29.99,F7,500.625.48,Filtro,500.0,625.0,48.0,,
ATM,21072.0,Filtros MV/G4.450.500.48,4.0,6.25,G4,450.500.48,Filtro,450.0,500.0,48.0,,
ATM,21072.0,Filtro MV/M5.545.495.48,1.0,6.4,M5,545.495.48,Filtro,545.0,495.0,48.0,,
ATM,21072.0,Filtros MV/G4.665.504.48,24.0,6.95,G4,665.504.48,Filtro,665.0,504.0,48.0,,
ATM,21072.0,Filtros F7/PL.663.504.97,8.0,44.5,F7,663.504.97,Filtro,663.0,504.0,97.0,,
ATM,21073.0,Filtros F7/PL.530.265.48,3.0,18.5,F7,530.265.48,Filtro,530.0,265.0,48.0,,
ATM,21073.0,Filtros MV/G4.530.265.48,3.0,5.5,G4,530.265.48,Filtro,530.0,265.0,48.0,,
ATM,21073.0,Filtros MV/G4.720.685.48,1.0,12.5,G4,720.685.48,Filtro,720.0,685.0,48.0,,
ATM,21081.0,Filtro MV/G4.592.592.48,24.0,6.95,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,21081.0,Filtro F7/RG.592.592.292,12.0,52.5,F7,592.592.292,Filtro,592.0,592.0,292.0,,
ATM,21118.0,Filtros F9.592.592.360.25.12,10.0,15.5,F9,592.592.360.25.12,Filtro,592.0,592.0,25.0,360.0,12.0
ATM,21118.0,Filtros F9.592.287.360.25.12,8.0,15.5,F9,592.287.360.25.12,Filtro,592.0,287.0,25.0,360.0,12.0
ATM,21118.0,Filtros F7.592.592.360.25.12,10.0,14.95,F7,592.592.360.25.12,Filtro,592.0,592.0,25.0,360.0,12.0
ATM,21118.0,Filtros F7.592.287.360.25.12,6.0,14.95,F7,592.287.360.25.12,Filtro,592.0,287.0,25.0,360.0,12.0
ATM,21118.0,Filtros F7/PL.287.592.96.PVC,6.0,27.5,F7,287.592.96,Filtro,287.0,592.0,96.0,,
ATM,21118.0,Filtros MV/G4.795.595.45,2.0,9.5,G4,795.595.45,Filtro,795.0,595.0,45.0,,
ATM,21118.0,Filtros MV/G4.595.395.45,4.0,6.5,G4,595.395.45,Filtro,595.0,395.0,45.0,,
ATM,21118.0,Filtros MV/G4.795.725.45,2.0,9.95,G4,795.725.45,Filtro,795.0,725.0,45.0,,
ATM,21118.0,Filtros MV/G4.595.595.45,2.0,6.75,G4,595.595.45,Filtro,595.0,595.0,45.0,,
ATM,21133.0,Filtros MV/G4.500.530.48,8.0,8.75,G4,500.530.48,Filtro,500.0,530.0,48.0,,
ATM,21133.0,Filtros F7/PL.500.530.97,8.0,44.5,F7,500.530.97,Filtro,500.0,530.0,97.0,,
ATM,21133.0,Filtros MP/G4.495.520.20,1.0,7.5,G4,495.520.20,Filtro,495.0,520.0,20.0,,
ATM,21133.0,Filtros MV/M5.865.450.45,2.0,14.5,M5,865.450.45,Filtro,865.0,450.0,45.0,,
ATM,21133.0,Filtros MV/M5.685.715.45,1.0,15.5,M5,685.715.45,Filtro,685.0,715.0,45.0,,
ATM,21133.0,Filtros MV/M5.865.455.45,2.0,14.5,M5,865.455.45,Filtro,865.0,455.0,45.0,,
ATM,21133.0,Filtros MV/G4.592.490.48,9.0,8.5,G4,592.490.48,Filtro,592.0,490.0,48.0,,
ATM,21133.0,Filtros MV/M5.490.592.48,12.0,14.5,M5,490.592.48,Filtro,490.0,592.0,48.0,,
ATM,21133.0,Filtros MP/G4.490.250.20,1.0,7.5,G4,490.250.20,Filtro,490.0,250.0,20.0,,
ATM,21133.0,Filtros MV/M5.1005.515.45,2.0,24.5,M5,1005.515.45,Filtro,1005.0,515.0,45.0,,
ATM,21133.0,Filtros MV/M5.720.685.45,1.0,15.5,M5,720.685.45,Filtro,720.0,685.0,45.0,,
ATM,21133.0,Filtros MV/M5.865.450.45,2.0,14.5,M5,865.450.45,Filtro,865.0,450.0,45.0,,
ATM,21137.0,Filtros AR/G4.1030.200.6,350.0,4.25,G4,1030.200.6,Filtro,1030.0,200.0,6.0,,
ATM,21137.0,Filtros AR/G4.1200.200.6,350.0,4.35,G4,1200.200.6,Filtro,1200.0,200.0,6.0,,
ATM,21146.0,Filtro MP/G4.495.520.20,1.0,6.5,G4,495.520.20,Filtro,495.0,520.0,20.0,,
ATM,21146.0,Filtro MV/M5.865.450.45,2.0,9.5,M5,865.450.45,Filtro,865.0,450.0,45.0,,
ATM,21146.0,Filtro MV/M5.685.715.45,1.0,9.5,M5,685.715.45,Filtro,685.0,715.0,45.0,,
ATM,21146.0,Filtro MV/M5.865.455.45,2.0,9.5,M5,865.455.45,Filtro,865.0,455.0,45.0,,
ATM,21146.0,Filtro MV/G4.592.490.50,9.0,6.5,G4,592.490.50,Filtro,592.0,490.0,50.0,,
ATM,21146.0,Filtro MV/M5.490.592.50,2.0,8.5,M5,490.592.50,Filtro,490.0,592.0,50.0,,
ATM,21146.0,Filtro MP/G4.490.250.20,1.0,5.5,G4,490.250.20,Filtro,490.0,250.0,20.0,,
ATM,21146.0,Filtro MV/M5.1005.515.45,2.0,12.75,M5,1005.515.45,Filtro,1005.0,515.0,45.0,,
ATM,21146.0,Filtro MV/M5.720.685.45,1.0,9.95,M5,720.685.45,Filtro,720.0,685.0,45.0,,
ATM,21146.0,Filtro MV/M5.865.450.45,2.0,9.5,M5,865.450.45,Filtro,865.0,450.0,45.0,,
ATM,21156.0,Filtros F7/PL.800.500.48,20.0,44.5,F7,800.500.48,Filtro,800.0,500.0,48.0,,
ATM,21156.0,Filtros MV/G4.500.800.48,20.0,9.95,G4,500.800.48,Filtro,500.0,800.0,48.0,,
ATM,21156.0,Filtros F7/PL.500.625.48,32.0,35.5,F7,500.625.48,Filtro,500.0,625.0,48.0,,
ATM,21156.0,Filtros MV/G4.625.500.48,32.0,8.5,G4,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,21156.0,Filtros MV/G4.500.500.48,20.0,7.95,G4,500.500.48,Filtro,500.0,500.0,48.0,,
ATM,21156.0,Filtros MV/G4.760.540.48,2.0,10.5,G4,760.540.48,Filtro,760.0,540.0,48.0,,
ATM,21156.0,Filtros MV/G4.500.800.48,32.0,10.5,G4,500.800.48,Filtro,500.0,800.0,48.0,,
ATM,21164.0,Filtros F7.592.592.500.25.6,6.0,17.5,F7,592.592.500.25.6,Filtro,592.0,592.0,25.0,500.0,6.0
ATM,21164.0,Filtros F7.287.592.500.25.3,6.0,14.5,F7,287.592.500.25.3,Filtro,287.0,592.0,25.0,500.0,3.0
ATM,21164.0,Filtros MV/G4.592.287.48 ER,6.0,8.5,G4,592.287.48,Filtro,592.0,287.0,48.0,,
ATM,21164.0,Filtros MV/G4.592.592.48 ER,6.0,11.5,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,21164.0,Filtros M/G4.1020.345.48ER,6.0,24.5,G4,1020.345.48,Filtro,1020.0,345.0,48.0,,
ATM,21164.0,Filtros MV/G4.394.233.45 ER,6.0,7.5,G4,394.233.45,Filtro,394.0,233.0,45.0,,
ATM,21164.0,Filtros MV/G4.585.525.98,6.0,17.5,G4,585.525.98,Filtro,585.0,525.0,98.0,,
ATM,21164.0,Filtros mV/G4.470.405.48,6.0,8.75,G4,470.405.48,Filtro,470.0,405.0,48.0,,
ATM,21164.0,Filtros MP/G2.1215.270.3,6.0,15.5,G2,1215.270.3,Filtro,1215.0,270.0,3.0,,
ATM,21164.0,Filtros MP/G2.1195.295.3,6.0,16.5,G2,1195.295.3,Filtro,1195.0,295.0,3.0,,
ATM,21168.0,Filtros F7/RG.592.287.292,12.0,37.5,F7,592.287.292,Filtro,592.0,287.0,292.0,,
ATM,21181.4,490.592.48,12.0,8.0,,490.592.48,,490.0,592.0,48.0,,
ATM,21181.4,1000.210.48,2.0,8.5,,1000.210.48,,1000.0,210.0,48.0,,
ATM,21181.4,562.362.48,6.0,7.5,,562.362.48,,562.0,362.0,48.0,,
ATM,21181.4,302.302.48,24.0,7.5,,302.302.48,,302.0,302.0,48.0,,
ATM,21181.4,605.487.48,12.0,8.5,,605.487.48,,605.0,487.0,48.0,,
ATM,22227.0,Filtro MV/G4.665.504.48,24.0,8.5,G4,665.504.48,Filtro,665.0,504.0,48.0,,
ATM,22227.0,Filtros F7/PL.663.504.97,8.0,45.5,F7,663.504.97,Filtro,663.0,504.0,97.0,,
ATM,22227.0,Filtros MV/G4.625.500.50,24.0,7.75,G4,625.500.50,Filtro,625.0,500.0,50.0,,
ATM,22227.0,Filtros F7/PL.625.500.50,24.0,35.5,F7,625.500.50,Filtro,625.0,500.0,50.0,,
ATM,22227.0,Filtros MV/M5.545.495.48,1.0,12.5,M5,545.495.48,Filtro,545.0,495.0,48.0,,
ATM,22227.0,Filtro MV/G4.450.500.48,4.0,7.5,G4,450.500.48,Filtro,450.0,500.0,48.0,,
ATM,22227.0,Filtro MV/G4.625.500.48,8.0,7.75,G4,625.500.48,Filtro,625.0,500.0,48.0,,
ATM,22243.0,Filtros MV/G4.592.592.48,24.0,8.5,G4,592.592.48,Filtro,592.0,592.0,48.0,,
ATM,22243.0,F7/RG.592.592.292,12.0,52.5,F7,592.592.292,,592.0,592.0,292.0,,
ATM,22243.0,MV/G4.625.500.48,16.0,8.25,G4,625.500.48,,625.0,500.0,48.0,,
ATM,22243.0,F7/PL.500.625.48,16.0,32.5,F7,500.625.48,,500.0,625.0,48.0,,
ATM,22243.0,MV/G4.500.530.48,16.0,8.15,G4,500.530.48,,500.0,530.0,48.0,,
ATM,22243.0,F7/PL.500.530.98,16.0,47.5,F7,500.530.98,,500.0,530.0,98.0,,
ATM,22243.0,MV/G4.485.425.50,4.0,8.1,G4,485.425.50,,485.0,425.0,50.0,,
